"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"-"	3	2	7	2.705	1.528	7.767	0.276	0.334	-0.372	0.982	"3"
"－－两"	0	1	0	0.225	0.127	0.647	-0.111	0.895	-0.453	1.459	"2"
"”"	12	17	51	18.033	10.188	51.779	-1.189	1.649	-0.328	3.166	"2"
"《"	1	0	10	2.48	1.401	7.12	-0.597	-0.651	1.233	2.481	"3"
"「"	8	1	19	6.312	3.566	18.123	0.544	-0.95	0.348	1.842	"2"
"」"	9	2	19	6.762	3.82	19.417	0.66	-0.609	-0.297	1.566	"1"
"─"	0	0	2	0.451	0.255	1.294	-0.222	-0.118	0.378	0.718	"3"
"00"	0	0	1	0.225	0.127	0.647	-0.111	-0.059	0.189	0.359	"3"
"05"	0	2	0	0.451	0.255	1.294	-0.222	1.79	-0.905	2.917	"2"
"110亿"	1	0	0	0.225	0.127	0.647	0.647	-0.059	-0.453	1.159	"1"
"120"	0	0	6	1.352	0.764	3.883	-0.666	-0.355	1.134	2.155	"3"
"1300"	0	0	2	0.451	0.255	1.294	-0.222	-0.118	0.378	0.718	"3"
"13时"	0	0	1	0.225	0.127	0.647	-0.111	-0.059	0.189	0.359	"3"
"15分"	0	0	1	0.225	0.127	0.647	-0.111	-0.059	0.189	0.359	"3"
"1972年"	0	0	3	0.676	0.382	1.942	-0.333	-0.177	0.567	1.077	"3"
"2"	0	2	5	1.578	0.891	4.531	-0.777	0.656	0.279	1.712	"1"
"3.8"	0	0	1	0.225	0.127	0.647	-0.111	-0.059	0.189	0.359	"3"
"300"	0	0	2	0.451	0.255	1.294	-0.222	-0.118	0.378	0.718	"3"
"31"	0	0	2	0.451	0.255	1.294	-0.222	-0.118	0.378	0.718	"3"
"3型"	3	0	1	0.902	0.509	2.589	1.419	-0.237	-0.889	2.545	"1"
"400多"	0	0	1	0.225	0.127	0.647	-0.111	-0.059	0.189	0.359	"3"
"500"	0	0	1	0.225	0.127	0.647	-0.111	-0.059	0.189	0.359	"3"
"55"	0	1	0	0.225	0.127	0.647	-0.111	0.895	-0.453	1.459	"2"
"700"	0	1	0	0.225	0.127	0.647	-0.111	0.895	-0.453	1.459	"2"
"701"	1	0	0	0.225	0.127	0.647	0.647	-0.059	-0.453	1.159	"1"
"7型"	0	1	0	0.225	0.127	0.647	-0.111	0.895	-0.453	1.459	"2"
"7日"	0	0	1	0.225	0.127	0.647	-0.111	-0.059	0.189	0.359	"3"
"800"	0	1	2	0.676	0.382	1.942	-0.333	0.474	0.146	0.953	"2"
"8000"	0	3	0	0.676	0.382	1.942	-0.333	2.685	-1.358	4.376	"2"
"89亿"	1	0	0	0.225	0.127	0.647	0.647	-0.059	-0.453	1.159	"1"
"900117"	0	0	1	0.225	0.127	0.647	-0.111	-0.059	0.189	0.359	"3"
"900129"	0	1	0	0.225	0.127	0.647	-0.111	0.895	-0.453	1.459	"2"
"91"	0	0	1	0.225	0.127	0.647	-0.111	-0.059	0.189	0.359	"3"
