"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"SumAbsDev"	"LargestDev"
"--"	1	0	0	0	0	0.288	0.122	0.269	0.133	0.188	0.54	-0.056	-0.136	-0.062	-0.09	0.884	"1"
"、"	1	3	0	0	2	1.73	0.73	1.614	0.799	1.126	-0.351	1.567	-0.817	-0.372	0.502	3.609	"2"
":"	0	0	5	0	0	1.442	0.608	1.345	0.666	0.939	-0.739	-0.282	2.851	-0.31	-0.452	4.634	"3"
"."	3	0	1	0	0	1.154	0.487	1.076	0.533	0.751	1.124	-0.225	-0.151	-0.248	-0.361	2.109	"1"
"“"	0	1	0	0	0	0.288	0.122	0.269	0.133	0.188	-0.148	0.915	-0.136	-0.062	-0.09	1.351	"2"
"”"	0	1	0	0	0	0.288	0.122	0.269	0.133	0.188	-0.148	0.915	-0.136	-0.062	-0.09	1.351	"2"
")"	0	0	8	0	1	2.595	1.095	2.422	1.199	1.69	-1.33	-0.507	3.726	-0.559	-0.324	6.446	"3"
"1.5"	0	0	1	0	0	0.288	0.122	0.269	0.133	0.188	-0.148	-0.056	0.57	-0.062	-0.09	0.926	"3"
"10日"	0	0	1	0	0	0.288	0.122	0.269	0.133	0.188	-0.148	-0.056	0.57	-0.062	-0.09	0.926	"3"
"12日"	0	0	2	0	0	0.577	0.243	0.538	0.266	0.375	-0.295	-0.113	1.14	-0.124	-0.181	1.853	"3"
"1400"	1	0	0	0	0	0.288	0.122	0.269	0.133	0.188	0.54	-0.056	-0.136	-0.062	-0.09	0.884	"1"
"14日"	0	0	0	0	1	0.288	0.122	0.269	0.133	0.188	-0.148	-0.056	-0.136	-0.062	0.726	1.128	"5"
"1500"	0	0	0	0	1	0.288	0.122	0.269	0.133	0.188	-0.148	-0.056	-0.136	-0.062	0.726	1.128	"5"
"1594亿"	0	0	1	0	0	0.288	0.122	0.269	0.133	0.188	-0.148	-0.056	0.57	-0.062	-0.09	0.926	"3"
"1700多"	1	0	0	0	0	0.288	0.122	0.269	0.133	0.188	0.54	-0.056	-0.136	-0.062	-0.09	0.884	"1"
"1973年"	1	0	0	0	0	0.288	0.122	0.269	0.133	0.188	0.54	-0.056	-0.136	-0.062	-0.09	0.884	"1"
"19日"	0	0	1	0	0	0.288	0.122	0.269	0.133	0.188	-0.148	-0.056	0.57	-0.062	-0.09	0.926	"3"
"2.3"	0	0	0	1	0	0.288	0.122	0.269	0.133	0.188	-0.148	-0.056	-0.136	0.876	-0.09	1.306	"4"
"2500"	0	1	0	0	1	0.577	0.243	0.538	0.266	0.375	-0.295	0.641	-0.272	-0.124	0.468	1.8	"2"
"26日"	0	0	1	0	0	0.288	0.122	0.269	0.133	0.188	-0.148	-0.056	0.57	-0.062	-0.09	0.926	"3"
"3000多"	1	0	0	0	0	0.288	0.122	0.269	0.133	0.188	0.54	-0.056	-0.136	-0.062	-0.09	0.884	"1"
"30日"	0	0	1	0	1	0.577	0.243	0.538	0.266	0.375	-0.295	-0.113	0.332	-0.124	0.468	1.332	"5"
"3日"	0	0	1	0	0	0.288	0.122	0.269	0.133	0.188	-0.148	-0.056	0.57	-0.062	-0.09	0.926	"3"
"410"	1	0	0	0	0	0.288	0.122	0.269	0.133	0.188	0.54	-0.056	-0.136	-0.062	-0.09	0.884	"1"
"4万"	2	0	1	0	0	0.865	0.365	0.807	0.4	0.563	0.696	-0.169	0.215	-0.186	-0.271	1.537	"1"
"4万5000"	0	0	1	0	0	0.288	0.122	0.269	0.133	0.188	-0.148	-0.056	0.57	-0.062	-0.09	0.926	"3"
"4日"	0	0	2	0	0	0.577	0.243	0.538	0.266	0.375	-0.295	-0.113	1.14	-0.124	-0.181	1.853	"3"
"4月"	0	0	1	0	1	0.577	0.243	0.538	0.266	0.375	-0.295	-0.113	0.332	-0.124	0.468	1.332	"5"
"5日"	0	0	4	0	0	1.154	0.487	1.076	0.533	0.751	-0.591	-0.225	2.281	-0.248	-0.361	3.706	"3"
"6日"	0	0	1	0	1	0.577	0.243	0.538	0.266	0.375	-0.295	-0.113	0.332	-0.124	0.468	1.332	"5"
"74"	0	1	0	0	0	0.288	0.122	0.269	0.133	0.188	-0.148	0.915	-0.136	-0.062	-0.09	1.351	"2"
"891012"	0	0	1	0	0	0.288	0.122	0.269	0.133	0.188	-0.148	-0.056	0.57	-0.062	-0.09	0.926	"3"
"891122"	0	0	1	0	0	0.288	0.122	0.269	0.133	0.188	-0.148	-0.056	0.57	-0.062	-0.09	0.926	"3"
"9000"	0	0	0	1	0	0.288	0.122	0.269	0.133	0.188	-0.148	-0.056	-0.136	0.876	-0.09	1.306	"4"
"900105"	1	0	0	0	0	0.288	0.122	0.269	0.133	0.188	0.54	-0.056	-0.136	-0.062	-0.09	0.884	"1"
"900127"	0	0	1	0	0	0.288	0.122	0.269	0.133	0.188	-0.148	-0.056	0.57	-0.062	-0.09	0.926	"3"
"900131"	0	0	2	0	0	0.577	0.243	0.538	0.266	0.375	-0.295	-0.113	1.14	-0.124	-0.181	1.853	"3"
"FPI"	0	0	1	0	0	0.288	0.122	0.269	0.133	0.188	-0.148	-0.056	0.57	-0.062	-0.09	0.926	"3"
"IDF"	0	0	1	0	0	0.288	0.122	0.269	0.133	0.188	-0.148	-0.056	0.57	-0.062	-0.09	0.926	"3"
"IT"	0	1	0	0	0	0.288	0.122	0.269	0.133	0.188	-0.148	0.915	-0.136	-0.062	-0.09	1.351	"2"
"Special"	0	0	0	0	1	0.288	0.122	0.269	0.133	0.188	-0.148	-0.056	-0.136	-0.062	0.726	1.128	"5"
"Weapons"	0	0	0	0	1	0.288	0.122	0.269	0.133	0.188	-0.148	-0.056	-0.136	-0.062	0.726	1.128	"5"
"一九五○年"	1	0	0	0	0	0.288	0.122	0.269	0.133	0.188	0.54	-0.056	-0.136	-0.062	-0.09	0.884	"1"
