"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"﹐"	0	0	2	0.591	0.248	1.162	-0.304	-0.115	0.472	0.891	"3"
"「"	3	0	0	0.886	0.371	1.743	1.589	-0.172	-1.133	2.894	"1"
"」"	3	0	0	0.886	0.371	1.743	1.589	-0.172	-1.133	2.894	"1"
"1100"	1	0	0	0.295	0.124	0.581	0.53	-0.057	-0.378	0.965	"1"
"11分"	0	0	1	0.295	0.124	0.581	-0.152	-0.057	0.236	0.445	"3"
"13日"	0	0	3	0.886	0.371	1.743	-0.456	-0.172	0.708	1.336	"3"
"17日"	0	0	1	0.295	0.124	0.581	-0.152	-0.057	0.236	0.445	"3"
"25日"	0	2	2	1.181	0.495	2.324	-0.608	1.111	-0.254	1.973	"2"
"26日"	0	0	1	0.295	0.124	0.581	-0.152	-0.057	0.236	0.445	"3"
"30％"	1	0	0	0.295	0.124	0.581	0.53	-0.057	-0.378	0.965	"1"
"46"	0	0	1	0.295	0.124	0.581	-0.152	-0.057	0.236	0.445	"3"
"4日"	0	1	2	0.886	0.371	1.743	-0.456	0.485	0.207	1.148	"2"
"5000多"	0	0	1	0.295	0.124	0.581	-0.152	-0.057	0.236	0.445	"3"
"55"	0	0	1	0.295	0.124	0.581	-0.152	-0.057	0.236	0.445	"3"
"891008"	0	1	0	0.295	0.124	0.581	-0.152	0.907	-0.378	1.437	"2"
"900103"	1	0	0	0.295	0.124	0.581	0.53	-0.057	-0.378	0.965	"1"
"Aloha"	1	0	0	0.295	0.124	0.581	0.53	-0.057	-0.378	0.965	"1"
"APEC"	0	0	1	0.295	0.124	0.581	-0.152	-0.057	0.236	0.445	"3"
"FED"	0	0	1	0.295	0.124	0.581	-0.152	-0.057	0.236	0.445	"3"
"KSM"	1	0	0	0.295	0.124	0.581	0.53	-0.057	-0.378	0.965	"1"
"Loyang"	1	0	0	0.295	0.124	0.581	0.53	-0.057	-0.378	0.965	"1"
"Shelton"	1	0	0	0.295	0.124	0.581	0.53	-0.057	-0.378	0.965	"1"
"TW"	0	0	1	0.295	0.124	0.581	-0.152	-0.057	0.236	0.445	"3"
"WHO"	0	0	2	0.591	0.248	1.162	-0.304	-0.115	0.472	0.891	"3"
"一九八六"	0	0	1	0.295	0.124	0.581	-0.152	-0.057	0.236	0.445	"3"
"一再"	2	0	2	1.181	0.495	2.324	0.469	-0.229	-0.254	0.952	"1"
"一月"	2	0	0	0.591	0.248	1.162	1.06	-0.115	-0.756	1.931	"1"
"一百一十三"	1	0	0	0.295	0.124	0.581	0.53	-0.057	-0.378	0.965	"1"
"一级"	1	0	0	0.295	0.124	0.581	0.53	-0.057	-0.378	0.965	"1"
"一般"	1	0	0	0.295	0.124	0.581	0.53	-0.057	-0.378	0.965	"1"
"丁若庭"	1	0	0	0.295	0.124	0.581	0.53	-0.057	-0.378	0.965	"1"
"七月"	1	0	0	0.295	0.124	0.581	0.53	-0.057	-0.378	0.965	"1"
"三"	1	0	0	0.295	0.124	0.581	0.53	-0.057	-0.378	0.965	"1"
"三几"	1	0	0	0.295	0.124	0.581	0.53	-0.057	-0.378	0.965	"1"
"三十八"	1	0	0	0.295	0.124	0.581	0.53	-0.057	-0.378	0.965	"1"
"上市公司"	1	0	0	0.295	0.124	0.581	0.53	-0.057	-0.378	0.965	"1"
"上述状"	0	0	1	0.295	0.124	0.581	-0.152	-0.057	0.236	0.445	"3"
"上门"	1	0	0	0.295	0.124	0.581	0.53	-0.057	-0.378	0.965	"1"
"下令"	0	0	1	0.295	0.124	0.581	-0.152	-0.057	0.236	0.445	"3"
"下属"	0	0	1	0.295	0.124	0.581	-0.152	-0.057	0.236	0.445	"3"
"下月"	0	0	1	0.295	0.124	0.581	-0.152	-0.057	0.236	0.445	"3"
"下海"	2	0	0	0.591	0.248	1.162	1.06	-0.115	-0.756	1.931	"1"
"下落"	0	1	1	0.591	0.248	1.162	-0.304	0.634	-0.179	1.117	"2"
"不准"	1	0	0	0.295	0.124	0.581	0.53	-0.057	-0.378	0.965	"1"
"不可开交"	1	0	0	0.295	0.124	0.581	0.53	-0.057	-0.378	0.965	"1"
"不实"	1	0	0	0.295	0.124	0.581	0.53	-0.057	-0.378	0.965	"1"
"不幸"	1	0	0	0.295	0.124	0.581	0.53	-0.057	-0.378	0.965	"1"
"不满"	1	0	0	0.295	0.124	0.581	0.53	-0.057	-0.378	0.965	"1"
"不要"	1	0	0	0.295	0.124	0.581	0.53	-0.057	-0.378	0.965	"1"
"不讳言"	0	0	1	0.295	0.124	0.581	-0.152	-0.057	0.236	0.445	"3"
"与会"	1	0	3	1.181	0.495	2.324	-0.18	-0.229	0.354	0.763	"3"
"专家"	0	0	9	2.657	1.114	5.229	-1.368	-0.516	2.123	4.007	"3"
"世卫"	0	0	2	0.591	0.248	1.162	-0.304	-0.115	0.472	0.891	"3"
"世纪"	1	0	0	0.295	0.124	0.581	0.53	-0.057	-0.378	0.965	"1"
"世行"	0	0	1	0.295	0.124	0.581	-0.152	-0.057	0.236	0.445	"3"
"业经"	2	0	0	0.591	0.248	1.162	1.06	-0.115	-0.756	1.931	"1"
"东盟"	0	0	1	0.295	0.124	0.581	-0.152	-0.057	0.236	0.445	"3"
"个别"	2	0	0	0.591	0.248	1.162	1.06	-0.115	-0.756	1.931	"1"
"中专"	1	0	0	0.295	0.124	0.581	0.53	-0.057	-0.378	0.965	"1"
"中共"	0	0	11	3.248	1.361	6.391	-1.672	-0.631	2.594	4.897	"3"
"中国海"	0	0	1	0.295	0.124	0.581	-0.152	-0.057	0.236	0.445	"3"
"中央级"	1	0	0	0.295	0.124	0.581	0.53	-0.057	-0.378	0.965	"1"
"中朝"	0	0	1	0.295	0.124	0.581	-0.152	-0.057	0.236	0.445	"3"
"中纪委"	1	0	0	0.295	0.124	0.581	0.53	-0.057	-0.378	0.965	"1"
"丰原"	0	0	1	0.295	0.124	0.581	-0.152	-0.057	0.236	0.445	"3"
