"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"--"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
"；"	0	0	2	0.249	0.082	1.669	-0.115	-0.036	0.157	0.308	"3"
"？"	0	0	2	0.249	0.082	1.669	-0.115	-0.036	0.157	0.308	"3"
"……"	0	0	2	0.249	0.082	1.669	-0.115	-0.036	0.157	0.308	"3"
"“"	0	0	15	1.865	0.615	12.52	-0.865	-0.273	1.177	2.315	"3"
"”"	0	0	14	1.74	0.574	11.686	-0.807	-0.254	1.099	2.16	"3"
"「"	3	0	3	0.746	0.246	5.008	1.542	-0.109	-1.215	2.866	"1"
"1963年"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
"37"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
"40"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
"891017"	1	0	0	0.124	0.041	0.835	0.905	-0.018	-0.782	1.705	"1"
"891130"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
"ideal-speechsituation"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
"一两代人"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
"一样"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
"上柜"	1	0	0	0.124	0.041	0.835	0.905	-0.018	-0.782	1.705	"1"
"下"	0	2	6	0.995	0.328	6.678	-0.461	1.399	-0.408	2.268	"2"
"不一"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
"不佳"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
"不同"	0	0	6	0.746	0.246	5.008	-0.346	-0.109	0.471	0.926	"3"
"不得不"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
"不过"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
"不遮体"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
"业"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
"丢弃"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
"中"	0	0	8	0.995	0.328	6.678	-0.461	-0.145	0.628	1.234	"3"
"中国"	0	0	2	0.249	0.082	1.669	-0.115	-0.036	0.157	0.308	"3"
"为了"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
"主宰"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
"主要"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
"之"	0	0	3	0.373	0.123	2.504	-0.173	-0.055	0.235	0.463	"3"
"乐茂盛"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
"也就是说"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
"了"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
"了解"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
"事件"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
"二十"	1	0	0	0.124	0.041	0.835	0.905	-0.018	-0.782	1.705	"1"
"交替"	0	0	3	0.373	0.123	2.504	-0.173	-0.055	0.235	0.463	"3"
"产生"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
"人人"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
"人们"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
"人口"	0	0	3	0.373	0.123	2.504	-0.173	-0.055	0.235	0.463	"3"
"人妻"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
"人民"	0	1	2	0.373	0.123	2.504	-0.173	0.928	-0.378	1.479	"2"
"人物"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
"人群"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
"人间"	0	0	1	0.124	0.041	0.835	-0.058	-0.018	0.078	0.154	"3"
