"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"，"	139	6	0	0	52.822	54.536	8.328	29.314	52.063	-20.931	-3.725	-14.223	90.942	"1"
"、"	0	13	5	24	15.3	15.797	2.412	8.491	-8.263	-0.63	1.039	6.794	16.726	"1"
"﹑"	0	0	0	3	1.093	1.128	0.172	0.606	-0.59	-0.615	-0.077	2.083	3.365	"4"
";"	0	0	2	3	1.821	1.881	0.287	1.011	-0.984	-1.024	1.532	1.225	4.765	"3"
"……"	1	0	0	0	0.364	0.376	0.057	0.202	0.439	-0.205	-0.026	-0.098	0.768	"1"
"◇"	0	1	0	0	0.364	0.376	0.057	0.202	-0.197	0.425	-0.026	-0.098	0.746	"2"
"0.5"	0	0	0	1	0.364	0.376	0.057	0.202	-0.197	-0.205	-0.026	0.694	1.122	"4"
"1.4"	0	0	0	1	0.364	0.376	0.057	0.202	-0.197	-0.205	-0.026	0.694	1.122	"4"
"1.68"	0	1	0	0	0.364	0.376	0.057	0.202	-0.197	0.425	-0.026	-0.098	0.746	"2"
"1.7"	0	1	0	0	0.364	0.376	0.057	0.202	-0.197	0.425	-0.026	-0.098	0.746	"2"
"1000"	0	0	0	1	0.364	0.376	0.057	0.202	-0.197	-0.205	-0.026	0.694	1.122	"4"
"12万"	0	1	0	0	0.364	0.376	0.057	0.202	-0.197	0.425	-0.026	-0.098	0.746	"2"
"133万"	0	1	0	0	0.364	0.376	0.057	0.202	-0.197	0.425	-0.026	-0.098	0.746	"2"
"15.3"	0	0	0	1	0.364	0.376	0.057	0.202	-0.197	-0.205	-0.026	0.694	1.122	"4"
"157万8000"	0	1	0	0	0.364	0.376	0.057	0.202	-0.197	0.425	-0.026	-0.098	0.746	"2"
"15万3017"	0	1	0	0	0.364	0.376	0.057	0.202	-0.197	0.425	-0.026	-0.098	0.746	"2"
"16000"	0	1	0	0	0.364	0.376	0.057	0.202	-0.197	0.425	-0.026	-0.098	0.746	"2"
"1607亿8370万"	0	0	1	0	0.364	0.376	0.057	0.202	-0.197	-0.205	1.241	-0.098	1.741	"3"
"1998年"	0	0	1	0	0.364	0.376	0.057	0.202	-0.197	-0.205	1.241	-0.098	1.741	"3"
"1万多"	1	0	0	0	0.364	0.376	0.057	0.202	0.439	-0.205	-0.026	-0.098	0.768	"1"
"2004年"	2	0	0	0	0.729	0.752	0.115	0.404	0.877	-0.41	-0.051	-0.196	1.534	"1"
"21.50"	0	1	0	0	0.364	0.376	0.057	0.202	-0.197	0.425	-0.026	-0.098	0.746	"2"
"23.68"	0	0	1	0	0.364	0.376	0.057	0.202	-0.197	-0.205	1.241	-0.098	1.741	"3"
"26.5"	0	0	0	1	0.364	0.376	0.057	0.202	-0.197	-0.205	-0.026	0.694	1.122	"4"
"278"	0	1	0	0	0.364	0.376	0.057	0.202	-0.197	0.425	-0.026	-0.098	0.746	"2"
"2787万"	0	1	0	0	0.364	0.376	0.057	0.202	-0.197	0.425	-0.026	-0.098	0.746	"2"
"2900多"	0	0	1	0	0.364	0.376	0.057	0.202	-0.197	-0.205	1.241	-0.098	1.741	"3"
"2点"	1	0	0	0	0.364	0.376	0.057	0.202	0.439	-0.205	-0.026	-0.098	0.768	"1"
"3.1"	0	0	0	1	0.364	0.376	0.057	0.202	-0.197	-0.205	-0.026	0.694	1.122	"4"
"3.2"	0	1	0	0	0.364	0.376	0.057	0.202	-0.197	0.425	-0.026	-0.098	0.746	"2"
"3万5000"	0	0	0	1	0.364	0.376	0.057	0.202	-0.197	-0.205	-0.026	0.694	1.122	"4"
"3月"	0	2	0	0	0.729	0.752	0.115	0.404	-0.393	0.849	-0.051	-0.196	1.489	"2"
"400"	1	0	0	0	0.364	0.376	0.057	0.202	0.439	-0.205	-0.026	-0.098	0.768	"1"
"4楼"	1	0	0	0	0.364	0.376	0.057	0.202	0.439	-0.205	-0.026	-0.098	0.768	"1"
"5.6"	0	0	0	1	0.364	0.376	0.057	0.202	-0.197	-0.205	-0.026	0.694	1.122	"4"
"50.5"	0	1	0	0	0.364	0.376	0.057	0.202	-0.197	0.425	-0.026	-0.098	0.746	"2"
"5833万"	0	1	0	0	0.364	0.376	0.057	0.202	-0.197	0.425	-0.026	-0.098	0.746	"2"
"5万"	0	1	0	0	0.364	0.376	0.057	0.202	-0.197	0.425	-0.026	-0.098	0.746	"2"
"600"	0	0	0	1	0.364	0.376	0.057	0.202	-0.197	-0.205	-0.026	0.694	1.122	"4"
"60000多"	0	1	0	0	0.364	0.376	0.057	0.202	-0.197	0.425	-0.026	-0.098	0.746	"2"
"6000多"	0	1	0	0	0.364	0.376	0.057	0.202	-0.197	0.425	-0.026	-0.098	0.746	"2"
"60万"	0	0	1	0	0.364	0.376	0.057	0.202	-0.197	-0.205	1.241	-0.098	1.741	"3"
"61"	1	0	0	0	0.364	0.376	0.057	0.202	0.439	-0.205	-0.026	-0.098	0.768	"1"
"62"	0	1	0	0	0.364	0.376	0.057	0.202	-0.197	0.425	-0.026	-0.098	0.746	"2"
"6271"	0	1	0	0	0.364	0.376	0.057	0.202	-0.197	0.425	-0.026	-0.098	0.746	"2"
"65"	1	0	0	0	0.364	0.376	0.057	0.202	0.439	-0.205	-0.026	-0.098	0.768	"1"
"65.4"	0	1	0	0	0.364	0.376	0.057	0.202	-0.197	0.425	-0.026	-0.098	0.746	"2"
"6600"	0	0	0	1	0.364	0.376	0.057	0.202	-0.197	-0.205	-0.026	0.694	1.122	"4"
