"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
";"	0	0	1	0.287	0.107	0.606	-0.147	-0.049	0.218	0.414	"3"
"%学"	1	0	0	0.287	0.107	0.606	0.542	-0.049	-0.404	0.995	"1"
"0.31"	1	0	0	0.287	0.107	0.606	0.542	-0.049	-0.404	0.995	"1"
"0.45"	1	0	0	0.287	0.107	0.606	0.542	-0.049	-0.404	0.995	"1"
"1.34"	0	0	1	0.287	0.107	0.606	-0.147	-0.049	0.218	0.414	"3"
"1.60"	0	0	1	0.287	0.107	0.606	-0.147	-0.049	0.218	0.414	"3"
"1.76"	1	0	0	0.287	0.107	0.606	0.542	-0.049	-0.404	0.995	"1"
"110"	0	0	1	0.287	0.107	0.606	-0.147	-0.049	0.218	0.414	"3"
"115.6"	0	0	1	0.287	0.107	0.606	-0.147	-0.049	0.218	0.414	"3"
"12"	1	0	1	0.574	0.215	1.212	0.309	-0.099	-0.199	0.607	"1"
"1340"	1	0	0	0.287	0.107	0.606	0.542	-0.049	-0.404	0.995	"1"
"165"	0	0	1	0.287	0.107	0.606	-0.147	-0.049	0.218	0.414	"3"
"17.2"	1	0	0	0.287	0.107	0.606	0.542	-0.049	-0.404	0.995	"1"
"28万"	0	0	1	0.287	0.107	0.606	-0.147	-0.049	0.218	0.414	"3"
"2亿多"	0	0	1	0.287	0.107	0.606	-0.147	-0.049	0.218	0.414	"3"
"31.1"	1	0	0	0.287	0.107	0.606	0.542	-0.049	-0.404	0.995	"1"
"350"	1	0	0	0.287	0.107	0.606	0.542	-0.049	-0.404	0.995	"1"
"3级"	0	0	1	0.287	0.107	0.606	-0.147	-0.049	0.218	0.414	"3"
"50％"	1	0	0	0.287	0.107	0.606	0.542	-0.049	-0.404	0.995	"1"
"51％"	1	0	0	0.287	0.107	0.606	0.542	-0.049	-0.404	0.995	"1"
"55"	0	0	1	0.287	0.107	0.606	-0.147	-0.049	0.218	0.414	"3"
"6.4"	1	0	0	0.287	0.107	0.606	0.542	-0.049	-0.404	0.995	"1"
"6.44"	1	0	0	0.287	0.107	0.606	0.542	-0.049	-0.404	0.995	"1"
"6.5"	0	0	1	0.287	0.107	0.606	-0.147	-0.049	0.218	0.414	"3"
"8"	0	0	1	0.287	0.107	0.606	-0.147	-0.049	0.218	0.414	"3"
"92"	1	0	0	0.287	0.107	0.606	0.542	-0.049	-0.404	0.995	"1"
"9500"	1	0	0	0.287	0.107	0.606	0.542	-0.049	-0.404	0.995	"1"
"A"	0	0	1	0.287	0.107	0.606	-0.147	-0.049	0.218	0.414	"3"
"C"	0	0	1	0.287	0.107	0.606	-0.147	-0.049	0.218	0.414	"3"
"D"	0	0	1	0.287	0.107	0.606	-0.147	-0.049	0.218	0.414	"3"
"DNA"	0	0	1	0.287	0.107	0.606	-0.147	-0.049	0.218	0.414	"3"
