"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"、"	93	0	0	17	35.082	47.381	6.022	21.514	29.367	-26.916	-2.69	-0.776	59.749	"1"
"."	1	0	0	0	0.319	0.431	0.055	0.196	0.496	-0.245	-0.024	-0.095	0.86	"1"
"%阳"	0	0	0	1	0.319	0.431	0.055	0.196	-0.167	-0.245	-0.024	0.709	1.145	"4"
"1%"	0	1	0	0	0.319	0.431	0.055	0.196	-0.167	0.366	-0.024	-0.095	0.652	"2"
"1000万"	1	0	0	0	0.319	0.431	0.055	0.196	0.496	-0.245	-0.024	-0.095	0.86	"1"
"1000多"	0	1	0	0	0.319	0.431	0.055	0.196	-0.167	0.366	-0.024	-0.095	0.652	"2"
"1700多"	0	0	1	0	0.319	0.431	0.055	0.196	-0.167	-0.245	1.262	-0.095	1.769	"3"
"2014"	0	1	0	0	0.319	0.431	0.055	0.196	-0.167	0.366	-0.024	-0.095	0.652	"2"
"2300多"	1	0	0	0	0.319	0.431	0.055	0.196	0.496	-0.245	-0.024	-0.095	0.86	"1"
"361"	0	0	1	0	0.319	0.431	0.055	0.196	-0.167	-0.245	1.262	-0.095	1.769	"3"
"400万"	0	1	0	0	0.319	0.431	0.055	0.196	-0.167	0.366	-0.024	-0.095	0.652	"2"
"43.4"	0	0	0	1	0.319	0.431	0.055	0.196	-0.167	-0.245	-0.024	0.709	1.145	"4"
"486"	0	0	0	4	1.276	1.723	0.219	0.782	-0.667	-0.979	-0.098	2.835	4.579	"4"
"5000多"	1	0	0	0	0.319	0.431	0.055	0.196	0.496	-0.245	-0.024	-0.095	0.86	"1"
"500多"	2	0	0	0	0.638	0.861	0.109	0.391	0.993	-0.489	-0.049	-0.189	1.72	"1"
"50多万"	1	0	0	0	0.319	0.431	0.055	0.196	0.496	-0.245	-0.024	-0.095	0.86	"1"
"5日电"	1	0	0	0	0.319	0.431	0.055	0.196	0.496	-0.245	-0.024	-0.095	0.86	"1"
"891014"	0	1	0	0	0.319	0.431	0.055	0.196	-0.167	0.366	-0.024	-0.095	0.652	"2"
"891025"	0	1	0	0	0.319	0.431	0.055	0.196	-0.167	0.366	-0.024	-0.095	0.652	"2"
"891207"	0	0	0	1	0.319	0.431	0.055	0.196	-0.167	-0.245	-0.024	0.709	1.145	"4"
"900113"	0	0	1	0	0.319	0.431	0.055	0.196	-0.167	-0.245	1.262	-0.095	1.769	"3"
"CASIOPEINAS"	0	1	0	0	0.319	0.431	0.055	0.196	-0.167	0.366	-0.024	-0.095	0.652	"2"
"Celecoxib"	1	0	0	0	0.319	0.431	0.055	0.196	0.496	-0.245	-0.024	-0.095	0.86	"1"
"Cozaar"	0	0	0	1	0.319	0.431	0.055	0.196	-0.167	-0.245	-0.024	0.709	1.145	"4"
"DOTS"	0	1	0	0	0.319	0.431	0.055	0.196	-0.167	0.366	-0.024	-0.095	0.652	"2"
"NSAIDS"	0	1	0	0	0.319	0.431	0.055	0.196	-0.167	0.366	-0.024	-0.095	0.652	"2"
