"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"--"	0	0	0	3	0.996	0.39	0.125	1.489	-0.526	-0.182	-0.055	0.913	1.676	"4"
"－－"	0	0	0	2	0.664	0.26	0.083	0.993	-0.35	-0.121	-0.037	0.608	1.116	"4"
"----"	0	0	0	1	0.332	0.13	0.042	0.496	-0.175	-0.061	-0.018	0.304	0.558	"4"
"《"	0	0	14	1	4.98	1.951	0.623	7.445	-2.629	-0.908	18.179	-3.27	24.986	"3"
"》"	0	0	17	0	5.644	2.211	0.707	8.438	-2.979	-1.029	23.482	-5.064	32.554	"3"
"1.9"	0	0	0	1	0.332	0.13	0.042	0.496	-0.175	-0.061	-0.018	0.304	0.558	"4"
"1600"	0	1	0	1	0.664	0.26	0.083	0.993	-0.35	0.614	-0.037	0.127	1.128	"2"
"1600年"	0	1	0	0	0.332	0.13	0.042	0.496	-0.175	0.886	-0.018	-0.298	1.377	"2"
"1933"	0	0	0	1	0.332	0.13	0.042	0.496	-0.175	-0.061	-0.018	0.304	0.558	"4"
"1933年"	0	0	0	1	0.332	0.13	0.042	0.496	-0.175	-0.061	-0.018	0.304	0.558	"4"
"1937年"	0	0	0	1	0.332	0.13	0.042	0.496	-0.175	-0.061	-0.018	0.304	0.558	"4"
"1939年"	0	0	0	1	0.332	0.13	0.042	0.496	-0.175	-0.061	-0.018	0.304	0.558	"4"
"1949年"	0	0	0	1	0.332	0.13	0.042	0.496	-0.175	-0.061	-0.018	0.304	0.558	"4"
"1957年"	0	1	0	0	0.332	0.13	0.042	0.496	-0.175	0.886	-0.018	-0.298	1.377	"2"
"1960年"	0	0	0	1	0.332	0.13	0.042	0.496	-0.175	-0.061	-0.018	0.304	0.558	"4"
"2000多"	0	1	0	0	0.332	0.13	0.042	0.496	-0.175	0.886	-0.018	-0.298	1.377	"2"
"200万年"	0	1	0	0	0.332	0.13	0.042	0.496	-0.175	0.886	-0.018	-0.298	1.377	"2"
"20世纪"	0	0	0	4	1.328	0.52	0.166	1.985	-0.701	-0.242	-0.074	1.217	2.234	"4"
"219年"	0	1	0	0	0.332	0.13	0.042	0.496	-0.175	0.886	-0.018	-0.298	1.377	"2"
"21世纪"	4	0	0	0	1.328	0.52	0.166	1.985	1.915	-0.242	-0.074	-1.191	3.422	"1"
"35％"	0	0	0	1	0.332	0.13	0.042	0.496	-0.175	-0.061	-0.018	0.304	0.558	"4"
"397"	0	1	0	0	0.332	0.13	0.042	0.496	-0.175	0.886	-0.018	-0.298	1.377	"2"
"5000年"	0	1	0	0	0.332	0.13	0.042	0.496	-0.175	0.886	-0.018	-0.298	1.377	"2"
"589年"	0	1	0	0	0.332	0.13	0.042	0.496	-0.175	0.886	-0.018	-0.298	1.377	"2"
"60"	0	0	0	1	0.332	0.13	0.042	0.496	-0.175	-0.061	-0.018	0.304	0.558	"4"
"70年"	0	0	0	1	0.332	0.13	0.042	0.496	-0.175	-0.061	-0.018	0.304	0.558	"4"
