"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"SumAbsDev"	"LargestDev"
"﹐"	0	0	3	0	0	0	0	0	0.541	0.205	0.148	0.125	0.663	0.825	0.109	0.383	-0.259	-0.092	3.922	-0.055	-0.325	-0.419	-0.048	-0.178	5.298	"3"
"《"	0	0	0	0	0	0	0	9	1.623	0.616	0.444	0.375	1.989	2.476	0.327	1.15	-0.778	-0.277	-0.198	-0.166	-0.976	-1.258	-0.145	8.043	11.841	"8"
"》"	0	0	0	0	0	0	0	8	1.443	0.547	0.394	0.333	1.768	2.201	0.291	1.022	-0.691	-0.246	-0.176	-0.148	-0.868	-1.118	-0.129	7.149	10.525	"8"
"」"	0	0	1	0	0	0	0	4	0.902	0.342	0.246	0.208	1.105	1.376	0.182	0.639	-0.432	-0.154	0.651	-0.092	-0.542	-0.699	-0.08	2.922	5.572	"8"
"31％"	0	1	0	0	0	0	0	0	0.18	0.068	0.049	0.042	0.221	0.275	0.036	0.128	-0.086	1.165	-0.022	-0.018	-0.108	-0.14	-0.016	-0.059	1.614	"2"
"4.32"	0	0	0	0	0	1	0	0	0.18	0.068	0.049	0.042	0.221	0.275	0.036	0.128	-0.086	-0.031	-0.022	-0.018	-0.108	0.56	-0.016	-0.059	0.9	"6"
"ADR"	0	0	0	0	1	0	0	0	0.18	0.068	0.049	0.042	0.221	0.275	0.036	0.128	-0.086	-0.031	-0.022	-0.018	0.656	-0.14	-0.016	-0.059	1.028	"5"
"BOT"	0	0	0	0	1	0	0	0	0.18	0.068	0.049	0.042	0.221	0.275	0.036	0.128	-0.086	-0.031	-0.022	-0.018	0.656	-0.14	-0.016	-0.059	1.028	"5"
"QFII"	0	1	0	0	0	0	0	0	0.18	0.068	0.049	0.042	0.221	0.275	0.036	0.128	-0.086	1.165	-0.022	-0.018	-0.108	-0.14	-0.016	-0.059	1.614	"2"
"SNG"	0	0	0	0	1	0	0	0	0.18	0.068	0.049	0.042	0.221	0.275	0.036	0.128	-0.086	-0.031	-0.022	-0.018	0.656	-0.14	-0.016	-0.059	1.028	"5"
"一下子"	0	0	0	0	1	0	0	0	0.18	0.068	0.049	0.042	0.221	0.275	0.036	0.128	-0.086	-0.031	-0.022	-0.018	0.656	-0.14	-0.016	-0.059	1.028	"5"
"一些"	1	0	0	0	2	4	0	0	1.263	0.479	0.345	0.291	1.547	1.926	0.255	0.894	-0.2	-0.215	-0.154	-0.129	0.318	1.017	-0.113	-0.416	2.562	"6"
"一切"	1	0	0	0	0	0	0	1	0.361	0.137	0.099	0.083	0.442	0.55	0.073	0.256	0.484	-0.062	-0.044	-0.037	-0.217	-0.279	-0.032	0.621	1.776	"8"
