"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"--"	0	1	0	0.392	0.101	0.507	-0.216	0.998	-0.307	1.521	"2"
"－－"	1	0	3	1.57	0.402	2.028	-0.311	-0.184	0.491	0.986	"3"
"……"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"《"	0	1	16	6.671	1.71	8.62	-3.678	-0.32	3.77	7.768	"3"
"》"	0	1	17	7.063	1.81	9.127	-3.895	-0.35	4.042	8.287	"3"
"12－16世纪"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"1200多"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"1200年"	0	1	0	0.392	0.101	0.507	-0.216	0.998	-0.307	1.521	"2"
"1600"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"18％"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"19世纪"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"20世纪"	3	0	0	1.177	0.302	1.521	1.219	-0.138	-0.922	2.279	"1"
"20多万"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"21世纪"	2	0	0	0.785	0.201	1.014	0.813	-0.092	-0.614	1.519	"1"
"26％"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"397"	0	1	0	0.392	0.101	0.507	-0.216	0.998	-0.307	1.521	"2"
"5000年"	0	1	0	0.392	0.101	0.507	-0.216	0.998	-0.307	1.521	"2"
"589年"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"60"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"650"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"6600"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"80年代"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"891123"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"90"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"90年代"	3	0	0	1.177	0.302	1.521	1.219	-0.138	-0.922	2.279	"1"
"CITYSUPE"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"e"	4	0	0	1.57	0.402	2.028	1.625	-0.184	-1.229	3.038	"1"
"E"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"mode"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"O"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"PC"	1	0	1	0.785	0.201	1.014	0.2	-0.092	-0.129	0.421	"1"
"SARS"	0	0	4	1.57	0.402	2.028	-0.865	-0.184	1.18	2.229	"3"
"Someople's"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"SOS"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"thetimes"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"tradinloor"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"with"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"一七六七年"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"一两"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"一九三三年"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"一九八"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"一五"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"一件件"	0	1	0	0.392	0.101	0.507	-0.216	0.998	-0.307	1.521	"2"
"一八九九年"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"一去不复返"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"一定"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"一张张"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"一段"	0	0	15	5.886	1.508	7.606	-3.246	-0.69	4.424	8.36	"3"
"丁杉龙"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"七星"	0	1	0	0.392	0.101	0.507	-0.216	0.998	-0.307	1.521	"2"
"万变"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"三代"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"三八六"	0	1	0	0.392	0.101	0.507	-0.216	0.998	-0.307	1.521	"2"
"三千多"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"上任"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"下来"	0	0	2	0.785	0.201	1.014	-0.433	-0.092	0.59	1.115	"3"
"下降"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"不一"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"不只"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"不可"	2	0	0	0.785	0.201	1.014	0.813	-0.092	-0.614	1.519	"1"
"不同"	2	0	9	4.316	1.106	5.578	-0.888	-0.506	1.44	2.834	"3"
"不当"	0	0	3	1.177	0.302	1.521	-0.649	-0.138	0.885	1.672	"3"
"不愧"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"不断"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"不景气"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"不然"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"专题"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"业务部门"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"东北亚"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"东北角"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"东周"	0	3	0	1.177	0.302	1.521	-0.649	2.993	-0.922	4.564	"2"
"两晋"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"丧葬"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"个"	27	1	21	19.227	4.928	24.845	1.753	-1.444	-0.771	3.968	"1"
"个人电脑"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"中医学"	2	0	0	0.785	0.201	1.014	0.813	-0.092	-0.614	1.519	"1"
"中华"	2	0	0	0.785	0.201	1.014	0.813	-0.092	-0.614	1.519	"1"
"中华民族"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"中国工"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"中学"	0	0	4	1.57	0.402	2.028	-0.865	-0.184	1.18	2.229	"3"
"中森明菜"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"中美关系"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"中规中矩"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"串联"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"临"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"临魏摹汉"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"为"	0	1	1	0.785	0.201	1.014	-0.433	0.719	-0.129	1.281	"2"
"主"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"主义"	2	0	4	2.354	0.603	3.042	-0.252	-0.276	0.447	0.975	"3"
"主宰"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"主导"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"主政"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"主流"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"主题"	2	0	0	0.785	0.201	1.014	0.813	-0.092	-0.614	1.519	"1"
"久远"	0	0	2	0.785	0.201	1.014	-0.433	-0.092	0.59	1.115	"3"
"乎"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"乐章"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"乒坛"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"九"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"书"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"买主"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"了"	1	0	6	2.747	0.704	3.549	-0.773	-0.322	1.172	2.267	"3"
"了不起"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"事业"	2	0	0	0.785	0.201	1.014	0.813	-0.092	-0.614	1.519	"1"
"事物"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"二十一世纪"	2	0	0	0.785	0.201	1.014	0.813	-0.092	-0.614	1.519	"1"
"二战"	0	0	2	0.785	0.201	1.014	-0.433	-0.092	0.59	1.115	"3"
"亏钱"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"互"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"互联"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"互联网"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"五世纪"	0	1	0	0.392	0.101	0.507	-0.216	0.998	-0.307	1.521	"2"
"五六十"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"五十多"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"亚马逊"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"产值"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"产物"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"亩"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"人们"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"人工作"	2	0	0	0.785	0.201	1.014	0.813	-0.092	-0.614	1.519	"1"
"人才工"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"人权"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"人生"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"人类"	1	2	1	1.57	0.402	2.028	-0.311	1.277	-0.52	2.108	"2"
"人造"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"今"	0	1	0	0.392	0.101	0.507	-0.216	0.998	-0.307	1.521	"2"
"今后"	5	0	3	3.139	0.805	4.056	0.79	-0.368	-0.458	1.616	"1"
"仍然"	1	0	1	0.785	0.201	1.014	0.2	-0.092	-0.129	0.421	"1"
"代"	1	1	1	1.177	0.302	1.521	-0.181	0.565	-0.31	1.056	"2"
"代表性"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"代言人"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"代订"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"以前"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"以来"	3	0	4	2.747	0.704	3.549	0.249	-0.322	0.288	0.859	"2"
"以至"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"仰韶"	0	1	0	0.392	0.101	0.507	-0.216	0.998	-0.307	1.521	"2"
"任"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"众"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"优良"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"伟大"	4	0	0	1.57	0.402	2.028	1.625	-0.184	-1.229	3.038	"1"
"传人"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"传播"	3	0	0	1.177	0.302	1.521	1.219	-0.138	-0.922	2.279	"1"
"传统"	1	0	1	0.785	0.201	1.014	0.2	-0.092	-0.129	0.421	"1"
"传讯"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"传说"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"传输"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"佈局"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"低迷"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"佐夫"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"体校"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"体现"	2	0	0	0.785	0.201	1.014	0.813	-0.092	-0.614	1.519	"1"
"佛教"	0	1	2	1.177	0.302	1.521	-0.649	0.565	0.292	1.506	"1"
"作"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"作品"	0	0	7	2.747	0.704	3.549	-1.515	-0.322	2.065	3.902	"3"
"作多"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"作爱"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"佳作"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"使命"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"依然"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"俄军"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"保存"	0	1	0	0.392	0.101	0.507	-0.216	0.998	-0.307	1.521	"2"
"保险单"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"信息"	4	0	1	1.962	0.503	2.535	1.09	-0.23	-0.748	2.068	"1"
"信息化"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"倡导"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"值"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"做好"	2	1	0	1.177	0.302	1.521	0.467	0.565	-0.922	1.954	"3"
"停留"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"健身"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"偶像"	0	0	3	1.177	0.302	1.521	-0.649	-0.138	0.885	1.672	"3"
"偷袭"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"催泪弹"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"元"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"充满"	0	0	2	0.785	0.201	1.014	-0.433	-0.092	0.59	1.115	"3"
"充裕"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"先机"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"先进"	2	0	0	0.785	0.201	1.014	0.813	-0.092	-0.614	1.519	"1"
"光复"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"光头"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"光电子"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"光辉"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"克林顿"	0	0	3	1.177	0.302	1.521	-0.649	-0.138	0.885	1.672	"3"
"全倒焰"	0	1	0	0.392	0.101	0.507	-0.216	0.998	-0.307	1.521	"2"
"全心"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"全新"	0	0	3	1.177	0.302	1.521	-0.649	-0.138	0.885	1.672	"3"
"全球化"	5	0	1	2.354	0.603	3.042	1.425	-0.276	-0.988	2.689	"1"
"公元"	0	2	4	2.354	0.603	3.042	-1.298	0.938	0.447	2.683	"1"
"公元前"	0	2	0	0.785	0.201	1.014	-0.433	1.995	-0.614	3.042	"2"
"公积金局"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"六十"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"六甲"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"兰"	0	1	0	0.392	0.101	0.507	-0.216	0.998	-0.307	1.521	"2"
"共产"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"共产党"	0	0	2	0.785	0.201	1.014	-0.433	-0.092	0.59	1.115	"3"
"共渡"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"关"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"关键"	4	0	1	1.962	0.503	2.535	1.09	-0.23	-0.748	2.068	"1"
"其后"	0	1	0	0.392	0.101	0.507	-0.216	0.998	-0.307	1.521	"2"
"具备"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"具有"	2	0	1	1.177	0.302	1.521	0.467	-0.138	-0.31	0.915	"1"
"内"	4	0	6	3.924	1.006	5.07	0.223	-0.46	0.404	1.087	"2"
"内涵"	1	0	1	0.785	0.201	1.014	0.2	-0.092	-0.129	0.421	"1"
"再现"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"写出"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"军事"	2	0	0	0.785	0.201	1.014	0.813	-0.092	-0.614	1.519	"1"
"军政"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"军政府"	0	0	2	0.785	0.201	1.014	-0.433	-0.092	0.59	1.115	"3"
"军队"	2	0	0	0.785	0.201	1.014	0.813	-0.092	-0.614	1.519	"1"
"农委会所"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"农技"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"冬季"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"冰川"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"冷战"	0	0	10	3.924	1.006	5.07	-2.164	-0.46	2.95	5.574	"3"
"冷淡"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"净利"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"几年"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"出产"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"出版"	0	1	1	0.785	0.201	1.014	-0.433	0.719	-0.129	1.281	"2"
"凿制"	0	1	0	0.392	0.101	0.507	-0.216	0.998	-0.307	1.521	"2"
"分享"	2	0	0	0.785	0.201	1.014	0.813	-0.092	-0.614	1.519	"1"
"分治"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"划"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"列强"	0	0	2	0.785	0.201	1.014	-0.433	-0.092	0.59	1.115	"3"
"刘抗"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"创业"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"创作"	3	0	2	1.962	0.503	2.535	0.517	-0.23	-0.313	1.06	"1"
"创党"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"创出"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"创始人"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"创新"	4	0	0	1.57	0.402	2.028	1.625	-0.184	-1.229	3.038	"1"
"创造"	2	0	0	0.785	0.201	1.014	0.813	-0.092	-0.614	1.519	"1"
"初"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"制卷"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"制成率"	0	0	2	0.785	0.201	1.014	-0.433	-0.092	0.59	1.115	"3"
"前"	0	2	4	2.354	0.603	3.042	-1.298	0.938	0.447	2.683	"1"
"前所未有"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"前身"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"前进"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"前雷"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"剽悍"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"动员"	1	0	1	0.785	0.201	1.014	0.2	-0.092	-0.129	0.421	"1"
"动辄"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"化"	4	0	1	1.962	0.503	2.535	1.09	-0.23	-0.748	2.068	"1"
"化石"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"北京山"	0	1	0	0.392	0.101	0.507	-0.216	0.998	-0.307	1.521	"2"
"北方"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"北齐"	0	1	0	0.392	0.101	0.507	-0.216	0.998	-0.307	1.521	"2"
"匪"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"匪谍"	0	0	3	1.177	0.302	1.521	-0.649	-0.138	0.885	1.672	"3"
"医护界"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"十五"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"千禧年"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"半导体业"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"华星"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"华纳"	0	0	3	1.177	0.302	1.521	-0.649	-0.138	0.885	1.672	"3"
"单晶片"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"单枪匹马"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"南北朝"	0	1	1	0.785	0.201	1.014	-0.433	0.719	-0.129	1.281	"2"
"南大"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"南阳"	0	1	0	0.392	0.101	0.507	-0.216	0.998	-0.307	1.521	"2"
"卡带"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"卡斯特罗"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"印刷机"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"印族"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"危机"	2	0	0	0.785	0.201	1.014	0.813	-0.092	-0.614	1.519	"1"
"即兴"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"厂区"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"历任"	0	0	2	0.785	0.201	1.014	-0.433	-0.092	0.59	1.115	"3"
"历史"	15	1	4	7.848	2.011	10.141	2.894	-0.411	-2.306	5.611	"1"
"历法"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"原始"	0	0	3	1.177	0.302	1.521	-0.649	-0.138	0.885	1.672	"3"
"原理"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"去年"	9	0	0	3.531	0.905	4.563	3.657	-0.414	-2.765	6.836	"1"
"反射"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"反映"	1	0	1	0.785	0.201	1.014	0.2	-0.092	-0.129	0.421	"1"
"发"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"发展"	32	0	3	13.734	3.52	17.747	9.809	-1.611	-6.86	18.28	"1"
"发扬光大"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"发掘出"	0	2	0	0.785	0.201	1.014	-0.433	1.995	-0.614	3.042	"2"
"发现"	1	9	4	5.493	1.408	7.099	-2.027	5.882	-1.089	8.998	"2"
"发育"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"发达"	2	0	0	0.785	0.201	1.014	0.813	-0.092	-0.614	1.519	"1"
"发霉"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"受命"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"受训"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"变化"	5	0	2	2.747	0.704	3.549	1.05	-0.322	-0.667	2.039	"1"
"变形"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"变质"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"变迁"	8	0	0	3.139	0.805	4.056	3.25	-0.368	-2.458	6.076	"1"
"叛乱"	0	0	3	1.177	0.302	1.521	-0.649	-0.138	0.885	1.672	"3"
"口头禅"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"古"	0	3	0	1.177	0.302	1.521	-0.649	2.993	-0.922	4.564	"2"
"古人类"	0	2	0	0.785	0.201	1.014	-0.433	1.995	-0.614	3.042	"2"
"古代"	0	1	0	0.392	0.101	0.507	-0.216	0.998	-0.307	1.521	"2"
"古列"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
"古城"	0	1	0	0.392	0.101	0.507	-0.216	0.998	-0.307	1.521	"2"
"古早"	1	0	0	0.392	0.101	0.507	0.406	-0.046	-0.307	0.759	"1"
"古老"	1	0	1	0.785	0.201	1.014	0.2	-0.092	-0.129	0.421	"1"
"可就"	0	0	1	0.392	0.101	0.507	-0.216	-0.046	0.295	0.557	"3"
