"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"SumAbsDev"	"LargestDev"
"、"	34	36	19	12	1	0	0	10	24.949	8.607	13.219	15.725	21.064	2.034	3.741	22.661	1.535	13.226	1.179	-0.716	-8.703	-0.891	-1.652	-3.006	30.908	"2"
"﹑"	0	0	2	0	1	0	0	0	0.668	0.231	0.354	0.421	0.564	0.054	0.1	0.607	-0.328	-0.104	1.414	-0.197	0.333	-0.024	-0.044	-0.295	2.739	"3"
";"	1	0	0	3	8	0	1	2	3.341	1.153	1.77	2.106	2.821	0.272	0.501	3.035	-0.917	-0.521	-0.818	0.451	2.548	-0.119	0.399	-0.41	6.183	"5"
"＊"	0	2	0	0	0	0	0	0	0.446	0.154	0.236	0.281	0.376	0.036	0.067	0.405	-0.219	2.229	-0.109	-0.131	-0.181	-0.016	-0.03	-0.196	3.111	"2"
"×"	0	0	1	0	0	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	-0.109	-0.035	0.928	-0.066	-0.09	-0.008	-0.015	-0.098	1.349	"3"
"13万3200"	1	0	0	0	0	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	0.652	-0.035	-0.055	-0.066	-0.09	-0.008	-0.015	-0.098	1.019	"1"
"2.25"	1	0	0	0	0	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	0.652	-0.035	-0.055	-0.066	-0.09	-0.008	-0.015	-0.098	1.019	"1"
"2340万"	0	0	0	0	1	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	-0.109	-0.035	-0.055	-0.066	0.726	-0.008	-0.015	-0.098	1.112	"5"
"249"	0	1	0	0	0	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	-0.109	1.114	-0.055	-0.066	-0.09	-0.008	-0.015	-0.098	1.555	"2"
"252"	0	0	0	0	0	0	0	1	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	-0.109	-0.035	-0.055	-0.066	-0.09	-0.008	-0.015	0.694	1.072	"8"
"3.3"	0	0	0	0	1	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	-0.109	-0.035	-0.055	-0.066	0.726	-0.008	-0.015	-0.098	1.112	"5"
"30亿"	0	0	1	0	0	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	-0.109	-0.035	0.928	-0.066	-0.09	-0.008	-0.015	-0.098	1.349	"3"
"4.1"	1	0	0	0	0	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	0.652	-0.035	-0.055	-0.066	-0.09	-0.008	-0.015	-0.098	1.019	"1"
"521"	0	0	1	0	0	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	-0.109	-0.035	0.928	-0.066	-0.09	-0.008	-0.015	-0.098	1.349	"3"
"5万"	2	0	0	1	0	0	0	0	0.668	0.231	0.354	0.421	0.564	0.054	0.1	0.607	0.897	-0.104	-0.164	0.438	-0.271	-0.024	-0.044	-0.295	2.237	"1"
"7.3"	0	0	0	1	0	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	-0.109	-0.035	-0.055	0.853	-0.09	-0.008	-0.015	-0.098	1.263	"4"
"7万"	0	0	0	0	1	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	-0.109	-0.035	-0.055	-0.066	0.726	-0.008	-0.015	-0.098	1.112	"5"
"891111"	0	0	0	0	0	0	0	1	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	-0.109	-0.035	-0.055	-0.066	-0.09	-0.008	-0.015	0.694	1.072	"8"
"ARS"	1	0	0	0	0	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	0.652	-0.035	-0.055	-0.066	-0.09	-0.008	-0.015	-0.098	1.019	"1"
"Asiife"	0	0	1	0	0	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	-0.109	-0.035	0.928	-0.066	-0.09	-0.008	-0.015	-0.098	1.349	"3"
"CGNU"	0	0	1	0	0	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	-0.109	-0.035	0.928	-0.066	-0.09	-0.008	-0.015	-0.098	1.349	"3"
"FDIC"	0	1	0	0	0	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	-0.109	1.114	-0.055	-0.066	-0.09	-0.008	-0.015	-0.098	1.555	"2"
"HDI"	1	0	0	0	0	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	0.652	-0.035	-0.055	-0.066	-0.09	-0.008	-0.015	-0.098	1.019	"1"
"一亿六千万"	1	0	0	0	0	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	0.652	-0.035	-0.055	-0.066	-0.09	-0.008	-0.015	-0.098	1.019	"1"
"一定"	0	0	0	0	0	0	0	1	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	-0.109	-0.035	-0.055	-0.066	-0.09	-0.008	-0.015	0.694	1.072	"8"
"一方面"	0	0	0	0	1	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	-0.109	-0.035	-0.055	-0.066	0.726	-0.008	-0.015	-0.098	1.112	"5"
"一百亿"	1	0	0	0	0	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	0.652	-0.035	-0.055	-0.066	-0.09	-0.008	-0.015	-0.098	1.019	"1"
"一百六十三亿"	1	0	0	0	0	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	0.652	-0.035	-0.055	-0.066	-0.09	-0.008	-0.015	-0.098	1.019	"1"
"一般"	1	0	0	0	0	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	0.652	-0.035	-0.055	-0.066	-0.09	-0.008	-0.015	-0.098	1.019	"1"
"一身"	1	0	0	0	0	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	0.652	-0.035	-0.055	-0.066	-0.09	-0.008	-0.015	-0.098	1.019	"1"
"万国宝通"	0	1	0	0	0	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	-0.109	1.114	-0.055	-0.066	-0.09	-0.008	-0.015	-0.098	1.555	"2"
"万能"	2	0	0	0	0	0	0	0	0.446	0.154	0.236	0.281	0.376	0.036	0.067	0.405	1.304	-0.069	-0.109	-0.131	-0.181	-0.016	-0.03	-0.196	2.036	"1"
"三军"	0	0	0	0	0	0	0	1	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	-0.109	-0.035	-0.055	-0.066	-0.09	-0.008	-0.015	0.694	1.072	"8"
"三峡"	1	0	0	0	0	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	0.652	-0.035	-0.055	-0.066	-0.09	-0.008	-0.015	-0.098	1.019	"1"
"三者"	0	0	0	0	0	0	0	1	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	-0.109	-0.035	-0.055	-0.066	-0.09	-0.008	-0.015	0.694	1.072	"8"
"三驾"	1	0	0	0	0	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	0.652	-0.035	-0.055	-0.066	-0.09	-0.008	-0.015	-0.098	1.019	"1"
"上半年"	0	1	0	1	0	0	0	0	0.446	0.154	0.236	0.281	0.376	0.036	0.067	0.405	-0.219	0.83	-0.109	0.583	-0.181	-0.016	-0.03	-0.196	2.164	"2"
"上海"	6	1	1	2	0	0	0	0	2.228	0.768	1.18	1.404	1.881	0.182	0.334	2.023	1.956	0.259	-0.177	0.377	-0.905	-0.08	-0.148	-0.982	4.884	"1"
"上银"	0	1	0	0	0	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	-0.109	1.114	-0.055	-0.066	-0.09	-0.008	-0.015	-0.098	1.555	"2"
"下岗"	0	0	0	0	3	0	0	0	0.668	0.231	0.354	0.421	0.564	0.054	0.1	0.607	-0.328	-0.104	-0.164	-0.197	2.177	-0.024	-0.044	-0.295	3.333	"5"
"下岗职工"	0	0	0	0	2	0	0	0	0.446	0.154	0.236	0.281	0.376	0.036	0.067	0.405	-0.219	-0.069	-0.109	-0.131	1.451	-0.016	-0.03	-0.196	2.221	"5"
"下市"	0	0	0	0	1	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	-0.109	-0.035	-0.055	-0.066	0.726	-0.008	-0.015	-0.098	1.112	"5"
"下调"	0	0	1	0	0	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	-0.109	-0.035	0.928	-0.066	-0.09	-0.008	-0.015	-0.098	1.349	"3"
"不动产业"	0	1	0	0	0	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	-0.109	1.114	-0.055	-0.066	-0.09	-0.008	-0.015	-0.098	1.555	"2"
"不和"	0	0	0	0	0	0	0	1	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	-0.109	-0.035	-0.055	-0.066	-0.09	-0.008	-0.015	0.694	1.072	"8"
"不符"	0	0	0	0	0	2	0	0	0.446	0.154	0.236	0.281	0.376	0.036	0.067	0.405	-0.219	-0.069	-0.109	-0.131	-0.181	3.482	-0.03	-0.196	4.417	"6"
"专业"	0	0	0	0	0	0	0	1	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	-0.109	-0.035	-0.055	-0.066	-0.09	-0.008	-0.015	0.694	1.072	"8"
"专属"	1	0	0	0	0	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	0.652	-0.035	-0.055	-0.066	-0.09	-0.008	-0.015	-0.098	1.019	"1"
"专项"	1	0	0	0	0	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	0.652	-0.035	-0.055	-0.066	-0.09	-0.008	-0.015	-0.098	1.019	"1"
"世贸组"	0	0	0	0	0	0	0	1	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	-0.109	-0.035	-0.055	-0.066	-0.09	-0.008	-0.015	0.694	1.072	"8"
"业"	0	3	0	3	0	0	0	0	1.337	0.461	0.708	0.842	1.128	0.109	0.2	1.214	-0.657	2.119	-0.327	1.401	-0.543	-0.048	-0.089	-0.589	5.773	"2"
"业务"	3	3	4	0	0	0	0	0	2.228	0.768	1.18	1.404	1.881	0.182	0.334	2.023	0.407	1.442	1.645	-0.657	-0.905	-0.08	-0.148	-0.982	6.266	"3"
"东方人"	0	0	1	0	0	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	-0.109	-0.035	0.928	-0.066	-0.09	-0.008	-0.015	-0.098	1.349	"3"
"东进"	0	0	0	1	0	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	-0.109	-0.035	-0.055	0.853	-0.09	-0.008	-0.015	-0.098	1.263	"4"
"两兆九千三百六十六亿"	1	0	0	0	0	0	0	0	0.223	0.077	0.118	0.14	0.188	0.018	0.033	0.202	0.652	-0.035	-0.055	-0.066	-0.09	-0.008	-0.015	-0.098	1.019	"1"
