"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"－－"	1	0	1	3	1.824	0.265	0.581	2.33	-0.398	-0.118	0.337	0.36	1.213	"1"
"!"	0	0	3	0	1.094	0.159	0.348	1.398	-0.591	-0.071	2.805	-0.817	4.284	"3"
"1300多"	0	0	0	1	0.365	0.053	0.116	0.466	-0.197	-0.024	-0.054	0.332	0.607	"4"
"1600万"	1	0	0	0	0.365	0.053	0.116	0.466	0.438	-0.024	-0.054	-0.272	0.788	"1"
"1649万"	1	0	0	0	0.365	0.053	0.116	0.466	0.438	-0.024	-0.054	-0.272	0.788	"1"
"21世纪"	0	0	0	1	0.365	0.053	0.116	0.466	-0.197	-0.024	-0.054	0.332	0.607	"4"
"2500万"	0	0	1	0	0.365	0.053	0.116	0.466	-0.197	-0.024	0.935	-0.272	1.428	"3"
"44万"	0	0	1	0	0.365	0.053	0.116	0.466	-0.197	-0.024	0.935	-0.272	1.428	"3"
"6600"	1	0	0	0	0.365	0.053	0.116	0.466	0.438	-0.024	-0.054	-0.272	0.788	"1"
"82"	0	0	1	0	0.365	0.053	0.116	0.466	-0.197	-0.024	0.935	-0.272	1.428	"3"
"891103"	0	0	1	0	0.365	0.053	0.116	0.466	-0.197	-0.024	0.935	-0.272	1.428	"3"
"891130"	0	0	0	1	0.365	0.053	0.116	0.466	-0.197	-0.024	-0.054	0.332	0.607	"4"
"DNA"	0	0	0	1	0.365	0.053	0.116	0.466	-0.197	-0.024	-0.054	0.332	0.607	"4"
"e"	0	0	0	1	0.365	0.053	0.116	0.466	-0.197	-0.024	-0.054	0.332	0.607	"4"
"RNA"	0	0	0	1	0.365	0.053	0.116	0.466	-0.197	-0.024	-0.054	0.332	0.607	"4"
"Starck"	0	0	0	1	0.365	0.053	0.116	0.466	-0.197	-0.024	-0.054	0.332	0.607	"4"
"一千六百"	0	0	0	1	0.365	0.053	0.116	0.466	-0.197	-0.024	-0.054	0.332	0.607	"4"
"一团糟"	0	0	0	1	0.365	0.053	0.116	0.466	-0.197	-0.024	-0.054	0.332	0.607	"4"
"一大早"	0	0	0	1	0.365	0.053	0.116	0.466	-0.197	-0.024	-0.054	0.332	0.607	"4"
"一家人"	0	0	0	2	0.73	0.106	0.232	0.932	-0.394	-0.047	-0.107	0.663	1.211	"4"
"一样"	0	1	0	2	1.094	0.159	0.348	1.398	-0.591	0.822	-0.161	0.348	1.922	"2"
"一百多万"	0	0	0	1	0.365	0.053	0.116	0.466	-0.197	-0.024	-0.054	0.332	0.607	"4"
"一般人"	0	0	0	1	0.365	0.053	0.116	0.466	-0.197	-0.024	-0.054	0.332	0.607	"4"
"一部分"	0	1	0	0	0.365	0.053	0.116	0.466	-0.197	1.276	-0.054	-0.272	1.799	"2"
"一齐"	0	0	0	1	0.365	0.053	0.116	0.466	-0.197	-0.024	-0.054	0.332	0.607	"4"
