"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"6"	"7"	"8"	"9"	"10"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"exp_6"	"exp_7"	"exp_8"	"exp_9"	"exp_10"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"pbin_6"	"pbin_7"	"pbin_8"	"pbin_9"	"pbin_10"	"SumAbsDev"	"LargestDev"
"1959年"	0	0	0	0	1	0	0	0	0	0	0.182	0.061	0.121	0.124	0.23	0.048	0.039	0.064	0.022	0.109	-0.087	-0.027	-0.056	-0.057	0.637	-0.021	-0.017	-0.029	-0.01	-0.05	0.991	"5"
"5300"	1	0	0	0	0	0	0	0	0	0	0.182	0.061	0.121	0.124	0.23	0.048	0.039	0.064	0.022	0.109	0.741	-0.027	-0.056	-0.057	-0.114	-0.021	-0.017	-0.029	-0.01	-0.05	1.122	"1"
"5万"	0	0	0	0	0	0	0	0	0	1	0.182	0.061	0.121	0.124	0.23	0.048	0.039	0.064	0.022	0.109	-0.087	-0.027	-0.056	-0.057	-0.114	-0.021	-0.017	-0.029	-0.01	0.963	1.381	"10"
"ＡＲＳ"	0	1	0	0	0	0	0	0	0	0	0.182	0.061	0.121	0.124	0.23	0.048	0.039	0.064	0.022	0.109	-0.087	1.215	-0.056	-0.057	-0.114	-0.021	-0.017	-0.029	-0.01	-0.05	1.656	"2"
"CDC"	0	4	0	0	0	0	0	2	0	0	1.09	0.366	0.727	0.744	1.383	0.289	0.233	0.385	0.13	0.654	-0.522	3.728	-0.336	-0.345	-0.683	-0.128	-0.103	1.285	-0.057	-0.301	7.488	"2"
"ＣＤＣ"	0	1	0	0	0	0	0	0	0	0	0.182	0.061	0.121	0.124	0.23	0.048	0.039	0.064	0.022	0.109	-0.087	1.215	-0.056	-0.057	-0.114	-0.021	-0.017	-0.029	-0.01	-0.05	1.656	"2"
"DC"	0	1	0	0	0	0	0	0	0	0	0.182	0.061	0.121	0.124	0.23	0.048	0.039	0.064	0.022	0.109	-0.087	1.215	-0.056	-0.057	-0.114	-0.021	-0.017	-0.029	-0.01	-0.05	1.656	"2"
"HO"	0	0	0	0	0	0	1	0	0	0	0.182	0.061	0.121	0.124	0.23	0.048	0.039	0.064	0.022	0.109	-0.087	-0.027	-0.056	-0.057	-0.114	-0.021	1.411	-0.029	-0.01	-0.05	1.862	"7"
"ICU"	0	0	0	0	1	0	0	0	0	0	0.182	0.061	0.121	0.124	0.23	0.048	0.039	0.064	0.022	0.109	-0.087	-0.027	-0.056	-0.057	0.637	-0.021	-0.017	-0.029	-0.01	-0.05	0.991	"5"
"Ｓ"	0	1	0	0	0	0	0	0	0	0	0.182	0.061	0.121	0.124	0.23	0.048	0.039	0.064	0.022	0.109	-0.087	1.215	-0.056	-0.057	-0.114	-0.021	-0.017	-0.029	-0.01	-0.05	1.656	"2"
"SARs"	0	0	0	0	1	0	0	0	0	0	0.182	0.061	0.121	0.124	0.23	0.048	0.039	0.064	0.022	0.109	-0.087	-0.027	-0.056	-0.057	0.637	-0.021	-0.017	-0.029	-0.01	-0.05	0.991	"5"
"SARS"	0	1	1	0	3	1	0	1	0	1	1.454	0.487	0.969	0.992	1.844	0.385	0.311	0.513	0.174	0.872	-0.697	0.403	0.191	-0.46	0.563	0.487	-0.138	0.386	-0.076	0.22	3.621	"1"
"ＳＡＲＳ"	0	0	0	0	0	0	0	0	0	1	0.182	0.061	0.121	0.124	0.23	0.048	0.039	0.064	0.022	0.109	-0.087	-0.027	-0.056	-0.057	-0.114	-0.021	-0.017	-0.029	-0.01	0.963	1.381	"10"
"WHO"	0	0	0	0	0	0	4	0	0	1	0.908	0.305	0.606	0.62	1.152	0.24	0.194	0.321	0.109	0.545	-0.435	-0.136	-0.28	-0.287	-0.569	-0.107	4.958	-0.144	-0.048	0.358	7.322	"7"
"一万六千"	0	0	0	0	0	0	0	0	0	1	0.182	0.061	0.121	0.124	0.23	0.048	0.039	0.064	0.022	0.109	-0.087	-0.027	-0.056	-0.057	-0.114	-0.021	-0.017	-0.029	-0.01	0.963	1.381	"10"
"一般"	0	0	0	0	1	0	0	0	0	0	0.182	0.061	0.121	0.124	0.23	0.048	0.039	0.064	0.022	0.109	-0.087	-0.027	-0.056	-0.057	0.637	-0.021	-0.017	-0.029	-0.01	-0.05	0.991	"5"
"一般人"	0	0	0	1	0	0	0	2	0	0	0.545	0.183	0.363	0.372	0.691	0.144	0.116	0.192	0.065	0.327	-0.261	-0.082	-0.168	0.484	-0.341	-0.064	-0.052	1.928	-0.029	-0.15	3.559	"8"
"上升"	1	0	0	0	0	0	0	0	0	0	0.182	0.061	0.121	0.124	0.23	0.048	0.039	0.064	0.022	0.109	0.741	-0.027	-0.056	-0.057	-0.114	-0.021	-0.017	-0.029	-0.01	-0.05	1.122	"1"
"上海市"	3	0	0	0	0	0	0	1	0	0	0.727	0.244	0.485	0.496	0.922	0.192	0.155	0.257	0.087	0.436	1.684	-0.109	-0.224	-0.23	-0.455	-0.086	-0.069	0.633	-0.038	-0.201	3.729	"1"
"上班"	0	0	0	0	0	0	0	1	0	0	0.182	0.061	0.121	0.124	0.23	0.048	0.039	0.064	0.022	0.109	-0.087	-0.027	-0.056	-0.057	-0.114	-0.021	-0.017	1.193	-0.01	-0.05	1.632	"8"
"不"	0	0	0	0	1	0	0	0	0	0	0.182	0.061	0.121	0.124	0.23	0.048	0.039	0.064	0.022	0.109	-0.087	-0.027	-0.056	-0.057	0.637	-0.021	-0.017	-0.029	-0.01	-0.05	0.991	"5"
"不同"	0	0	0	0	1	0	0	0	0	0	0.182	0.061	0.121	0.124	0.23	0.048	0.039	0.064	0.022	0.109	-0.087	-0.027	-0.056	-0.057	0.637	-0.021	-0.017	-0.029	-0.01	-0.05	0.991	"5"
"不整"	0	0	0	0	1	0	0	0	0	0	0.182	0.061	0.121	0.124	0.23	0.048	0.039	0.064	0.022	0.109	-0.087	-0.027	-0.056	-0.057	0.637	-0.021	-0.017	-0.029	-0.01	-0.05	0.991	"5"
"不明"	0	0	0	1	0	0	1	0	0	1	0.545	0.183	0.363	0.372	0.691	0.144	0.116	0.192	0.065	0.327	-0.261	-0.082	-0.168	0.484	-0.341	-0.064	0.951	-0.086	-0.029	0.534	3	"7"
"不良"	0	0	0	0	1	0	0	0	0	0	0.182	0.061	0.121	0.124	0.23	0.048	0.039	0.064	0.022	0.109	-0.087	-0.027	-0.056	-0.057	0.637	-0.021	-0.017	-0.029	-0.01	-0.05	0.991	"5"
"专家"	6	1	2	1	3	0	1	1	0	1	2.907	0.975	1.938	1.984	3.688	0.77	0.621	1.026	0.348	1.744	1.261	0.198	0.226	-0.406	-0.321	-0.342	0.328	-0.139	-0.153	-0.331	3.705	"1"
"专家组"	2	0	0	0	0	0	0	0	0	0	0.363	0.122	0.242	0.248	0.461	0.096	0.078	0.128	0.043	0.218	1.481	-0.055	-0.112	-0.115	-0.228	-0.043	-0.034	-0.058	-0.019	-0.1	2.245	"1"
"专攻"	0	0	0	0	0	0	0	0	1	1	0.363	0.122	0.242	0.248	0.461	0.096	0.078	0.128	0.043	0.218	-0.174	-0.055	-0.112	-0.115	-0.228	-0.043	-0.034	-0.058	1.367	0.686	2.872	"9"
"专电"	0	3	0	0	0	0	0	1	0	0	0.727	0.244	0.485	0.496	0.922	0.192	0.155	0.257	0.087	0.436	-0.348	3.064	-0.224	-0.23	-0.455	-0.086	-0.069	0.633	-0.038	-0.201	5.348	"2"
