"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"－"	0	1	0	0.47	0.239	0.291	-0.276	0.622	-0.149	1.047	"2"
"："	0	2	1	1.411	0.716	0.872	-0.828	0.842	0.192	1.862	"2"
"“"	1	4	31	16.932	8.598	10.47	-8.418	-1.329	11.769	21.516	"3"
"”"	0	0	27	12.699	6.448	7.852	-7.452	-3.2	14.482	25.134	"3"
"《"	0	0	6	2.822	1.433	1.745	-1.656	-0.711	3.218	5.585	"3"
"》"	0	1	5	2.822	1.433	1.745	-1.656	-0.251	2.024	3.931	"3"
"「"	0	1	32	15.521	7.881	9.597	-9.108	-2.856	15.789	27.753	"3"
"」"	15	1	38	25.398	12.897	15.705	-2.519	-5.146	9.367	17.032	"3"
"`"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"¤"	0	1	0	0.47	0.239	0.291	-0.276	0.622	-0.149	1.047	"2"
"120多"	0	1	0	0.47	0.239	0.291	-0.276	0.622	-0.149	1.047	"2"
"12万"	0	1	0	0.47	0.239	0.291	-0.276	0.622	-0.149	1.047	"2"
"191"	0	1	0	0.47	0.239	0.291	-0.276	0.622	-0.149	1.047	"2"
"2.1"	0	0	1	0.47	0.239	0.291	-0.276	-0.119	0.536	0.931	"3"
"2010年"	0	0	1	0.47	0.239	0.291	-0.276	-0.119	0.536	0.931	"3"
"21世纪"	1	0	2	1.411	0.716	0.872	-0.264	-0.356	0.689	1.309	"3"
"280余"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"367"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"39"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"891110"	0	0	1	0.47	0.239	0.291	-0.276	-0.119	0.536	0.931	"3"
"891115"	0	1	0	0.47	0.239	0.291	-0.276	0.622	-0.149	1.047	"2"
"891207"	0	0	1	0.47	0.239	0.291	-0.276	-0.119	0.536	0.931	"3"
"891214"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"891228"	0	1	0	0.47	0.239	0.291	-0.276	0.622	-0.149	1.047	"2"
"900102"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"900114"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"900118"	0	1	0	0.47	0.239	0.291	-0.276	0.622	-0.149	1.047	"2"
"Ange"	0	0	1	0.47	0.239	0.291	-0.276	-0.119	0.536	0.931	"3"
"e"	2	0	0	0.941	0.478	0.582	0.655	-0.237	-0.299	1.191	"1"
"ls"	0	0	1	0.47	0.239	0.291	-0.276	-0.119	0.536	0.931	"3"
"NMD"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"TOUCH"	0	0	1	0.47	0.239	0.291	-0.276	-0.119	0.536	0.931	"3"
"WOMAD"	0	0	1	0.47	0.239	0.291	-0.276	-0.119	0.536	0.931	"3"
"WTO"	2	0	0	0.941	0.478	0.582	0.655	-0.237	-0.299	1.191	"1"
"ㄙ"	0	1	0	0.47	0.239	0.291	-0.276	0.622	-0.149	1.047	"2"
"一"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"一下"	0	1	0	0.47	0.239	0.291	-0.276	0.622	-0.149	1.047	"2"
"一下子"	0	1	0	0.47	0.239	0.291	-0.276	0.622	-0.149	1.047	"2"
"一些"	1	6	1	3.763	1.911	2.327	-1.299	2.483	-0.562	4.344	"2"
"一心"	0	0	1	0.47	0.239	0.291	-0.276	-0.119	0.536	0.931	"3"
"一早"	0	1	0	0.47	0.239	0.291	-0.276	0.622	-0.149	1.047	"2"
"一致"	1	1	0	0.941	0.478	0.582	0.143	0.376	-0.299	0.818	"2"
"一般性"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"一路"	0	1	0	0.47	0.239	0.291	-0.276	0.622	-0.149	1.047	"2"
"七"	2	0	0	0.941	0.478	0.582	0.655	-0.237	-0.299	1.191	"1"
"三月"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"三通"	2	0	0	0.941	0.478	0.582	0.655	-0.237	-0.299	1.191	"1"
"上"	15	9	0	11.288	5.732	6.98	1.025	1.016	-3.582	5.623	"3"
"上述"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"不只"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"不同"	1	2	9	5.644	2.866	3.49	-2.245	-0.371	2.879	5.495	"3"
"不宜"	0	1	0	0.47	0.239	0.291	-0.276	0.622	-0.149	1.047	"2"
"不容"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"不得"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"不敌"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"不断"	1	1	0	0.941	0.478	0.582	0.143	0.376	-0.299	0.818	"2"
"不管"	0	0	1	0.47	0.239	0.291	-0.276	-0.119	0.536	0.931	"3"
"不见了"	0	0	1	0.47	0.239	0.291	-0.276	-0.119	0.536	0.931	"3"
"与"	22	1	2	11.758	5.971	7.271	4.622	-2.016	-1.941	8.579	"1"
"与会"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"与会者"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"专员"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"专栏"	0	1	0	0.47	0.239	0.291	-0.276	0.622	-0.149	1.047	"2"
"专门"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"专题"	0	1	2	1.411	0.716	0.872	-0.828	0.253	0.689	1.77	"1"
"世博"	0	0	1	0.47	0.239	0.291	-0.276	-0.119	0.536	0.931	"3"
"世博会"	0	0	1	0.47	0.239	0.291	-0.276	-0.119	0.536	0.931	"3"
"世界"	0	0	3	1.411	0.716	0.872	-0.828	-0.356	1.609	2.793	"3"
"世界贸易组织"	2	0	0	0.941	0.478	0.582	0.655	-0.237	-0.299	1.191	"1"
"世纪"	0	0	3	1.411	0.716	0.872	-0.828	-0.356	1.609	2.793	"3"
"世贸组织"	4	0	0	1.881	0.955	1.163	1.31	-0.474	-0.597	2.381	"1"
"业界"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"东北亚"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"丝绸"	0	0	1	0.47	0.239	0.291	-0.276	-0.119	0.536	0.931	"3"
"两千"	0	0	1	0.47	0.239	0.291	-0.276	-0.119	0.536	0.931	"3"
"两国"	2	0	0	0.941	0.478	0.582	0.655	-0.237	-0.299	1.191	"1"
"两岸"	12	1	4	7.996	4.06	4.944	1.36	-1.213	-0.376	2.949	"1"
"两性"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"严肃"	1	3	0	1.881	0.955	1.163	-0.446	1.349	-0.597	2.392	"2"
"严肃性"	0	1	0	0.47	0.239	0.291	-0.276	0.622	-0.149	1.047	"2"
"个"	13	26	2	19.284	9.792	11.924	-1.469	7.064	-3.927	12.46	"2"
"个展"	0	0	1	0.47	0.239	0.291	-0.276	-0.119	0.536	0.931	"3"
"中"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"中东"	1	1	0	0.941	0.478	0.582	0.143	0.376	-0.299	0.818	"2"
"中华"	0	0	1	0.47	0.239	0.291	-0.276	-0.119	0.536	0.931	"3"
"中国家"	2	0	0	0.941	0.478	0.582	0.655	-0.237	-0.299	1.191	"1"
"中常会"	0	1	0	0.47	0.239	0.291	-0.276	0.622	-0.149	1.047	"2"
"中文"	0	1	0	0.47	0.239	0.291	-0.276	0.622	-0.149	1.047	"2"
"中研院"	0	0	1	0.47	0.239	0.291	-0.276	-0.119	0.536	0.931	"3"
"中美"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"中美关系"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"临床"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"临时会"	0	0	1	0.47	0.239	0.291	-0.276	-0.119	0.536	0.931	"3"
"为"	0	0	36	16.932	8.598	10.47	-9.936	-4.267	19.309	33.512	"3"
"为为"	0	0	1	0.47	0.239	0.291	-0.276	-0.119	0.536	0.931	"3"
"为人师表"	0	0	1	0.47	0.239	0.291	-0.276	-0.119	0.536	0.931	"3"
"为期"	0	0	1	0.47	0.239	0.291	-0.276	-0.119	0.536	0.931	"3"
"主办"	0	1	2	1.411	0.716	0.872	-0.828	0.253	0.689	1.77	"1"
"主导"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"主持"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"主线"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"主要"	11	1	0	5.644	2.866	3.49	2.769	-0.744	-1.791	5.304	"1"
"主讲"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"主轴"	0	0	1	0.47	0.239	0.291	-0.276	-0.119	0.536	0.931	"3"
"主题"	2	0	2	1.881	0.955	1.163	0.193	-0.474	0.479	1.146	"3"
"举办"	0	0	6	2.822	1.433	1.745	-1.656	-0.711	3.218	5.585	"3"
"之余"	0	0	1	0.47	0.239	0.291	-0.276	-0.119	0.536	0.931	"3"
"之外"	0	1	0	0.47	0.239	0.291	-0.276	0.622	-0.149	1.047	"2"
"之类"	2	0	0	0.941	0.478	0.582	0.655	-0.237	-0.299	1.191	"1"
"乐园"	0	2	0	0.941	0.478	0.582	-0.552	1.244	-0.299	2.095	"2"
"乐曲"	0	1	0	0.47	0.239	0.291	-0.276	0.622	-0.149	1.047	"2"
"九二一"	2	0	0	0.941	0.478	0.582	0.655	-0.237	-0.299	1.191	"1"
"书"	0	0	1	0.47	0.239	0.291	-0.276	-0.119	0.536	0.931	"3"
"书山曲海"	0	0	1	0.47	0.239	0.291	-0.276	-0.119	0.536	0.931	"3"
"争"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"争议"	2	0	0	0.941	0.478	0.582	0.655	-0.237	-0.299	1.191	"1"
"争议性"	0	1	0	0.47	0.239	0.291	-0.276	0.622	-0.149	1.047	"2"
"争论"	0	1	0	0.47	0.239	0.291	-0.276	0.622	-0.149	1.047	"2"
"事宜"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"云林"	0	0	1	0.47	0.239	0.291	-0.276	-0.119	0.536	0.931	"3"
"互动"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"互助"	0	1	0	0.47	0.239	0.291	-0.276	0.622	-0.149	1.047	"2"
"亚利桑那州"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"亚欧"	0	0	2	0.941	0.478	0.582	-0.552	-0.237	1.073	1.862	"3"
"亚洲"	0	2	0	0.941	0.478	0.582	-0.552	1.244	-0.299	2.095	"2"
"亚细安"	0	2	0	0.941	0.478	0.582	-0.552	1.244	-0.299	2.095	"2"
"些"	0	1	0	0.47	0.239	0.291	-0.276	0.622	-0.149	1.047	"2"
"交换"	9	0	0	4.233	2.149	2.617	2.948	-1.067	-1.343	5.358	"1"
"交流"	5	0	1	2.822	1.433	1.745	1.076	-0.711	-0.356	2.143	"1"
"交由"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"交谈"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"产业界"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"京城"	0	0	1	0.47	0.239	0.291	-0.276	-0.119	0.536	0.931	"3"
"亲民党"	1	0	0	0.47	0.239	0.291	0.328	-0.119	-0.149	0.596	"1"
"人们"	0	4	0	1.881	0.955	1.163	-1.104	2.488	-0.597	4.189	"2"
"人文"	0	0	2	0.941	0.478	0.582	-0.552	-0.237	1.073	1.862	"3"
"人权"	1	0	2	1.411	0.716	0.872	-0.264	-0.356	0.689	1.309	"3"
