"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"："	1	14	0	1	0.754	5.651	0.721	8.874	0.269	4.595	-0.32	-4.3	9.484	"2"
"?"	0	3	0	2	0.236	1.766	0.225	2.773	-0.105	0.619	-0.1	-0.4	1.224	"2"
"？"	0	7	0	0	0.33	2.472	0.315	3.882	-0.147	3.164	-0.14	-2.459	5.91	"2"
"486"	0	1	0	0	0.047	0.353	0.045	0.555	-0.021	0.452	-0.02	-0.351	0.844	"2"
"900109"	0	0	0	1	0.047	0.353	0.045	0.555	-0.021	-0.189	-0.02	0.256	0.486	"4"
"Kenneth"	0	1	0	0	0.047	0.353	0.045	0.555	-0.021	0.452	-0.02	-0.351	0.844	"2"
"Lynn"	0	2	0	0	0.094	0.706	0.09	1.109	-0.042	0.904	-0.04	-0.703	1.689	"2"
"NGO"	0	0	0	2	0.094	0.706	0.09	1.109	-0.042	-0.378	-0.04	0.512	0.972	"4"
"NMD"	0	0	0	1	0.047	0.353	0.045	0.555	-0.021	-0.189	-0.02	0.256	0.486	"4"
"RU"	0	1	0	0	0.047	0.353	0.045	0.555	-0.021	0.452	-0.02	-0.351	0.844	"2"
"T-Up"	0	1	0	0	0.047	0.353	0.045	0.555	-0.021	0.452	-0.02	-0.351	0.844	"2"
"WHO"	0	0	0	2	0.094	0.706	0.09	1.109	-0.042	-0.378	-0.04	0.512	0.972	"4"
"WTO"	0	0	0	1	0.047	0.353	0.045	0.555	-0.021	-0.189	-0.02	0.256	0.486	"4"
"一中"	0	0	0	2	0.094	0.706	0.09	1.109	-0.042	-0.378	-0.04	0.512	0.972	"4"
"一些"	0	5	0	2	0.33	2.472	0.315	3.882	-0.147	1.238	-0.14	-0.833	2.358	"2"
"一再"	0	0	0	1	0.047	0.353	0.045	0.555	-0.021	-0.189	-0.02	0.256	0.486	"4"
"一向"	0	0	0	3	0.141	1.06	0.135	1.664	-0.063	-0.568	-0.06	0.768	1.459	"4"
"一如"	0	0	0	1	0.047	0.353	0.045	0.555	-0.021	-0.189	-0.02	0.256	0.486	"4"
"一样"	0	0	0	1	0.047	0.353	0.045	0.555	-0.021	-0.189	-0.02	0.256	0.486	"4"
"一点"	0	2	0	0	0.094	0.706	0.09	1.109	-0.042	0.904	-0.04	-0.703	1.689	"2"
"一致"	0	0	0	14	0.66	4.945	0.631	7.765	-0.293	-2.649	-0.28	3.584	6.806	"4"
"一贯"	0	0	0	7	0.33	2.472	0.315	3.882	-0.147	-1.325	-0.14	1.792	3.404	"4"
"丁路德"	0	1	0	0	0.047	0.353	0.045	0.555	-0.021	0.452	-0.02	-0.351	0.844	"2"
"三党"	0	0	0	2	0.094	0.706	0.09	1.109	-0.042	-0.378	-0.04	0.512	0.972	"4"
"三读"	0	0	0	1	0.047	0.353	0.045	0.555	-0.021	-0.189	-0.02	0.256	0.486	"4"
"上"	0	3	1	19	1.084	8.124	1.036	12.756	-0.482	-1.776	-0.141	2.208	4.607	"4"
"上台"	0	1	0	0	0.047	0.353	0.045	0.555	-0.021	0.452	-0.02	-0.351	0.844	"2"
"上述"	0	5	0	1	0.283	2.119	0.27	3.328	-0.126	1.633	-0.12	-1.18	3.059	"2"
"不一"	0	4	0	0	0.188	1.413	0.18	2.219	-0.084	1.808	-0.08	-1.405	3.377	"2"
