"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"10.30"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"2008年"	0	0	1	0	0.276	0.185	0.038	0.501	-0.14	-0.089	1.423	-0.302	1.954	"3"
"891021"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"Bouverat"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"DVD"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"IT"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"NBC"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"阿提亚"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"埃弗顿队"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"爱心"	0	1	0	1	0.553	0.371	0.076	1.001	-0.281	0.473	-0.033	-0.125	0.912	"2"
"安定"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"安度"	1	0	0	0	0.276	0.185	0.038	0.501	0.559	-0.089	-0.017	-0.302	0.967	"1"
"安理会"	3	0	0	1	1.105	0.741	0.151	2.002	1.175	-0.356	-0.067	-0.506	2.104	"1"
"澳门"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"八十四小时工"	1	0	0	0	0.276	0.185	0.038	0.501	0.559	-0.089	-0.017	-0.302	0.967	"1"
"巴"	1	0	0	6	1.934	1.298	0.264	3.504	-0.418	-0.623	-0.117	1.201	2.359	"4"
"巴方"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"巴格达人"	0	0	1	0	0.276	0.185	0.038	0.501	-0.14	-0.089	1.423	-0.302	1.954	"3"
"把儿"	0	1	0	0	0.276	0.185	0.038	0.501	-0.14	0.732	-0.017	-0.302	1.191	"2"
"把握"	0	0	0	2	0.553	0.371	0.076	1.001	-0.281	-0.178	-0.033	0.601	1.093	"4"
"拜会"	1	0	0	2	0.829	0.556	0.113	1.502	0.207	-0.267	-0.05	0.3	0.824	"4"
"班亚"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"办成"	0	1	0	0	0.276	0.185	0.038	0.501	-0.14	0.732	-0.017	-0.302	1.191	"2"
"帮忙"	3	0	0	0	0.829	0.556	0.113	1.502	1.676	-0.267	-0.05	-0.905	2.898	"1"
"帮助"	0	0	0	2	0.553	0.371	0.076	1.001	-0.281	-0.178	-0.033	0.601	1.093	"4"
"保佑"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"抱"	0	3	0	0	0.829	0.556	0.113	1.502	-0.421	2.196	-0.05	-0.905	3.572	"2"
"抱持"	0	1	0	1	0.553	0.371	0.076	1.001	-0.281	0.473	-0.033	-0.125	0.912	"2"
"卑微"	0	0	1	0	0.276	0.185	0.038	0.501	-0.14	-0.089	1.423	-0.302	1.954	"3"
"悲观"	0	0	0	5	1.381	0.927	0.189	2.503	-0.702	-0.445	-0.084	1.503	2.734	"4"
"倍加"	0	1	0	1	0.553	0.371	0.076	1.001	-0.281	0.473	-0.033	-0.125	0.912	"2"
"本地"	0	0	0	2	0.553	0.371	0.076	1.001	-0.281	-0.178	-0.033	0.601	1.093	"4"
"比照"	1	0	0	0	0.276	0.185	0.038	0.501	0.559	-0.089	-0.017	-0.302	0.967	"1"
"笔者"	1	0	0	1	0.553	0.371	0.076	1.001	0.322	-0.178	-0.033	-0.125	0.658	"1"
"变得"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"辩证法"	0	1	0	0	0.276	0.185	0.038	0.501	-0.14	0.732	-0.017	-0.302	1.191	"2"
"表达"	1	0	0	2	0.829	0.556	0.113	1.502	0.207	-0.267	-0.05	0.3	0.824	"4"
"表示"	7	3	0	25	9.669	6.488	1.322	17.521	-0.68	-1.048	-0.585	2.071	4.384	"4"
"并"	5	1	1	14	5.802	3.893	0.793	10.512	-0.341	-1.108	0.256	1.02	2.725	"2"
"播映"	1	0	0	0	0.276	0.185	0.038	0.501	0.559	-0.089	-0.017	-0.302	0.967	"1"
"不"	0	0	0	9	2.486	1.668	0.34	4.505	-1.264	-0.801	-0.151	2.705	4.921	"4"
"不安"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"不错"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"不佳"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"不久"	0	1	0	0	0.276	0.185	0.038	0.501	-0.14	0.732	-0.017	-0.302	1.191	"2"
"不利"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"不明"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"不要"	2	13	0	0	4.144	2.78	0.567	7.509	-0.763	7.659	-0.251	-4.523	13.196	"2"
"布拉特"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"綵头"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"苍生"	0	1	0	0	0.276	0.185	0.038	0.501	-0.14	0.732	-0.017	-0.302	1.191	"2"
"柴达木盆地"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"产业"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"朝核"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"朝鲜半岛"	0	1	0	0	0.276	0.185	0.038	0.501	-0.14	0.732	-0.017	-0.302	1.191	"2"
"陈"	0	1	0	2	0.829	0.556	0.113	1.502	-0.421	0.338	-0.05	0.3	1.109	"1"
"陈纯甄"	1	0	0	0	0.276	0.185	0.038	0.501	0.559	-0.089	-0.017	-0.302	0.967	"1"
"陈建仁"	1	0	0	0	0.276	0.185	0.038	0.501	0.559	-0.089	-0.017	-0.302	0.967	"1"
"陈孔立"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"陈情"	1	0	0	0	0.276	0.185	0.038	0.501	0.559	-0.089	-0.017	-0.302	0.967	"1"
"陈泽杉"	0	1	0	0	0.276	0.185	0.038	0.501	-0.14	0.732	-0.017	-0.302	1.191	"2"
"陈总统"	0	1	0	0	0.276	0.185	0.038	0.501	-0.14	0.732	-0.017	-0.302	1.191	"2"
"成为"	0	0	1	0	0.276	0.185	0.038	0.501	-0.14	-0.089	1.423	-0.302	1.954	"3"
"成长"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"程"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"澄清"	1	0	0	0	0.276	0.185	0.038	0.501	0.559	-0.089	-0.017	-0.302	0.967	"1"
"迟缓"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"持"	0	0	0	2	0.553	0.371	0.076	1.001	-0.281	-0.178	-0.033	0.601	1.093	"4"
"冲刺"	0	0	1	0	0.276	0.185	0.038	0.501	-0.14	-0.089	1.423	-0.302	1.954	"3"
"充满"	2	0	0	2	1.105	0.741	0.151	2.002	0.513	-0.356	-0.067	-0.163	1.099	"1"
"抽空"	1	0	0	0	0.276	0.185	0.038	0.501	0.559	-0.089	-0.017	-0.302	0.967	"1"
"筹得"	0	0	1	0	0.276	0.185	0.038	0.501	-0.14	-0.089	1.423	-0.302	1.954	"3"
"出"	0	0	1	0	0.276	0.185	0.038	0.501	-0.14	-0.089	1.423	-0.302	1.954	"3"
"出口"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"出门"	0	1	0	0	0.276	0.185	0.038	0.501	-0.14	0.732	-0.017	-0.302	1.191	"2"
"出面"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"出线"	0	1	2	0	0.829	0.556	0.113	1.502	-0.421	0.338	2.379	-0.905	4.043	"3"
"传达"	1	0	0	1	0.553	0.371	0.076	1.001	0.322	-0.178	-0.033	-0.125	0.658	"1"
"创造"	1	0	0	0	0.276	0.185	0.038	0.501	0.559	-0.089	-0.017	-0.302	0.967	"1"
"此"	4	3	0	5	3.315	2.224	0.453	6.007	0.363	0.41	-0.201	-0.414	1.388	"4"
"此次"	1	0	0	0	0.276	0.185	0.038	0.501	0.559	-0.089	-0.017	-0.302	0.967	"1"
"聪"	1	0	0	0	0.276	0.185	0.038	0.501	0.559	-0.089	-0.017	-0.302	0.967	"1"
"促成"	1	0	0	0	0.276	0.185	0.038	0.501	0.559	-0.089	-0.017	-0.302	0.967	"1"
"打拼"	0	1	0	0	0.276	0.185	0.038	0.501	-0.14	0.732	-0.017	-0.302	1.191	"2"
"打气"	1	0	0	0	0.276	0.185	0.038	0.501	0.559	-0.089	-0.017	-0.302	0.967	"1"
"大华"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"大家"	4	15	0	1	5.525	3.707	0.756	10.012	-0.502	7.203	-0.335	-4.708	12.748	"2"
"大学院校"	0	0	0	1	0.276	0.185	0.038	0.501	-0.14	-0.089	-0.017	0.301	0.547	"4"
"大增"	0	0	1	0	0.276	0.185	0.038	0.501	-0.14	-0.089	1.423	-0.302	1.954	"3"
"带给"	0	3	0	0	0.829	0.556	0.113	1.502	-0.421	2.196	-0.05	-0.905	3.572	"2"
"带来"	1	2	0	4	1.934	1.298	0.264	3.504	-0.418	0.417	-0.117	0.3	1.252	"1"
