"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"〈"	0	0	1	0.489	0.169	0.342	-0.292	-0.08	0.466	0.838	"3"
"〉"	0	0	1	0.489	0.169	0.342	-0.292	-0.08	0.466	0.838	"3"
"《"	0	0	15	7.339	2.533	5.128	-4.377	-1.205	6.992	12.574	"3"
"／"	1	0	0	0.489	0.169	0.342	0.31	-0.08	-0.182	0.572	"1"
"1.6"	1	0	0	0.489	0.169	0.342	0.31	-0.08	-0.182	0.572	"1"
"10.8"	0	1	0	0.489	0.169	0.342	-0.292	0.772	-0.182	1.246	"2"
"1000"	1	0	0	0.489	0.169	0.342	0.31	-0.08	-0.182	0.572	"1"
"1000万"	1	0	0	0.489	0.169	0.342	0.31	-0.08	-0.182	0.572	"1"
"10万"	1	0	0	0.489	0.169	0.342	0.31	-0.08	-0.182	0.572	"1"
"10月"	0	0	2	0.979	0.338	0.684	-0.584	-0.161	0.932	1.677	"3"
"12日"	1	0	2	1.468	0.507	1.026	-0.287	-0.241	0.567	1.095	"3"
"1300万"	0	0	1	0.489	0.169	0.342	-0.292	-0.08	0.466	0.838	"3"
"1500多"	1	0	0	0.489	0.169	0.342	0.31	-0.08	-0.182	0.572	"1"
"1660万"	1	0	0	0.489	0.169	0.342	0.31	-0.08	-0.182	0.572	"1"
"174万余"	1	0	0	0.489	0.169	0.342	0.31	-0.08	-0.182	0.572	"1"
"18万"	0	1	0	0.489	0.169	0.342	-0.292	0.772	-0.182	1.246	"2"
"20万"	1	0	0	0.489	0.169	0.342	0.31	-0.08	-0.182	0.572	"1"
"2300万"	0	0	1	0.489	0.169	0.342	-0.292	-0.08	0.466	0.838	"3"
"24.11"	0	1	0	0.489	0.169	0.342	-0.292	0.772	-0.182	1.246	"2"
"50周年"	0	0	1	0.489	0.169	0.342	-0.292	-0.08	0.466	0.838	"3"
"64"	1	0	0	0.489	0.169	0.342	0.31	-0.08	-0.182	0.572	"1"
"64825433"	1	0	0	0.489	0.169	0.342	0.31	-0.08	-0.182	0.572	"1"
"7时"	1	0	0	0.489	0.169	0.342	0.31	-0.08	-0.182	0.572	"1"
"891019"	1	0	0	0.489	0.169	0.342	0.31	-0.08	-0.182	0.572	"1"
"891026"	1	0	0	0.489	0.169	0.342	0.31	-0.08	-0.182	0.572	"1"
"891111"	1	0	0	0.489	0.169	0.342	0.31	-0.08	-0.182	0.572	"1"
"891116"	1	0	0	0.489	0.169	0.342	0.31	-0.08	-0.182	0.572	"1"
"891225"	1	0	0	0.489	0.169	0.342	0.31	-0.08	-0.182	0.572	"1"
"900121"	1	0	0	0.489	0.169	0.342	0.31	-0.08	-0.182	0.572	"1"
"d"	0	0	1	0.489	0.169	0.342	-0.292	-0.08	0.466	0.838	"3"
"Echo"	1	0	0	0.489	0.169	0.342	0.31	-0.08	-0.182	0.572	"1"
