"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"."	0	0	11	2.389	2.295	6.317	-1.17	-1.118	2.65	4.938	"3"
"”"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
"10月"	0	2	0	0.434	0.417	1.148	-0.213	1.361	-0.742	2.316	"2"
"150多"	0	1	0	0.217	0.209	0.574	-0.106	0.681	-0.371	1.158	"2"
"17日"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
"185"	1	0	0	0.217	0.209	0.574	0.663	-0.102	-0.371	1.136	"1"
"1996年"	0	1	0	0.217	0.209	0.574	-0.106	0.681	-0.371	1.158	"2"
"19世纪"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
"2000年"	0	1	0	0.217	0.209	0.574	-0.106	0.681	-0.371	1.158	"2"
"21－22"	0	1	0	0.217	0.209	0.574	-0.106	0.681	-0.371	1.158	"2"
"21日"	0	1	0	0.217	0.209	0.574	-0.106	0.681	-0.371	1.158	"2"
"4国"	0	1	0	0.217	0.209	0.574	-0.106	0.681	-0.371	1.158	"2"
"6月"	0	1	0	0.217	0.209	0.574	-0.106	0.681	-0.371	1.158	"2"
"891002"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
"ABAC"	0	1	0	0.217	0.209	0.574	-0.106	0.681	-0.371	1.158	"2"
"apec"	0	1	0	0.217	0.209	0.574	-0.106	0.681	-0.371	1.158	"2"
"APEC"	0	3	0	0.651	0.626	1.723	-0.319	2.042	-1.113	3.474	"2"
"Lott"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
"Trent"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
"一九九一年"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
"一些"	0	1	2	0.651	0.626	1.723	-0.319	0.297	0.214	0.83	"1"
"一代"	0	2	0	0.434	0.417	1.148	-0.213	1.361	-0.742	2.316	"2"
"一千二百"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
"一致"	0	2	2	0.869	0.834	2.297	-0.425	0.712	-0.245	1.382	"2"
"三"	0	4	1	1.086	1.043	2.871	-0.532	2.103	-0.965	3.6	"2"
"三代"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
"三党"	0	0	4	0.869	0.834	2.297	-0.425	-0.406	0.964	1.795	"3"
"三十九"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
"三同"	1	0	0	0.217	0.209	0.574	0.663	-0.102	-0.371	1.136	"1"
"三国"	0	1	1	0.434	0.417	1.148	-0.213	0.427	-0.174	0.814	"2"
"三等"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
"三讲"	1	0	1	0.434	0.417	1.148	0.412	-0.203	-0.174	0.789	"1"
"上"	0	11	0	2.389	2.295	6.317	-1.17	7.487	-4.079	12.736	"2"
"上任"	2	0	0	0.434	0.417	1.148	1.326	-0.203	-0.742	2.271	"1"
"上缴"	1	0	0	0.217	0.209	0.574	0.663	-0.102	-0.371	1.136	"1"
"下"	1	0	22	4.994	4.798	13.207	-1.577	-2.337	4.284	8.198	"3"
"下台"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
"下榻"	0	1	0	0.217	0.209	0.574	-0.106	0.681	-0.371	1.158	"2"
"不予"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
"不准"	1	0	0	0.217	0.209	0.574	0.663	-0.102	-0.371	1.136	"1"
"不力"	1	0	0	0.217	0.209	0.574	0.663	-0.102	-0.371	1.136	"1"
"不满意"	2	0	0	0.434	0.417	1.148	1.326	-0.203	-0.742	2.271	"1"
"不要"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
"与"	0	1	4	1.086	1.043	2.871	-0.532	-0.143	0.532	1.207	"1_&_3"
"与会"	0	0	4	0.869	0.834	2.297	-0.425	-0.406	0.964	1.795	"3"
"丑闻案"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
"专项"	1	0	0	0.217	0.209	0.574	0.663	-0.102	-0.371	1.136	"1"
"业务部门"	1	0	0	0.217	0.209	0.574	0.663	-0.102	-0.371	1.136	"1"
"东"	0	0	3	0.651	0.626	1.723	-0.319	-0.305	0.723	1.347	"3"
"东协"	0	1	0	0.217	0.209	0.574	-0.106	0.681	-0.371	1.158	"2"
"东盟"	0	2	0	0.434	0.417	1.148	-0.213	1.361	-0.742	2.316	"2"
"两"	0	2	10	2.606	2.503	6.891	-1.276	-0.277	1.226	2.779	"1"
"两国"	0	1	8	1.954	1.878	5.168	-0.957	-0.387	1.283	2.627	"3"
"两岸"	0	0	4	0.869	0.834	2.297	-0.425	-0.406	0.964	1.795	"3"
"严肃"	1	0	0	0.217	0.209	0.574	0.663	-0.102	-0.371	1.136	"1"
"中"	0	1	0	0.217	0.209	0.574	-0.106	0.681	-0.371	1.158	"2"
"中东"	0	8	1	1.954	1.878	5.168	-0.957	4.58	-2.219	7.756	"2"
"中东欧"	0	1	0	0.217	0.209	0.574	-0.106	0.681	-0.371	1.158	"2"
"中共"	3	1	8	2.606	2.503	6.891	0.3	-0.6	0.435	1.335	"2"
"中和"	0	0	2	0.434	0.417	1.148	-0.213	-0.203	0.482	0.898	"3"
"中国"	0	2	11	2.823	2.712	7.465	-1.382	-0.328	1.403	3.113	"3"
"中国党"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
"中央"	3	0	16	4.126	3.964	10.911	-0.417	-1.931	1.875	4.223	"2"
"中央政府"	1	0	0	0.217	0.209	0.574	0.663	-0.102	-0.371	1.136	"1"
"中方"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
"中日"	0	0	2	0.434	0.417	1.148	-0.213	-0.203	0.482	0.898	"3"
"中旬"	0	1	0	0.217	0.209	0.574	-0.106	0.681	-0.371	1.158	"2"
"中朝"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
"临时"	1	0	2	0.651	0.626	1.723	0.284	-0.305	0.214	0.803	"2"
"为首"	1	0	0	0.217	0.209	0.574	0.663	-0.102	-0.371	1.136	"1"
"主流派"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
"主要"	6	1	5	2.606	2.503	6.891	1.543	-0.6	-0.683	2.826	"1"
"举"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
"举国"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
"举行"	0	20	6	5.646	5.424	14.93	-2.764	8.827	-3.402	14.993	"2"
"乃川"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
"之下"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
"之间"	0	1	0	0.217	0.209	0.574	-0.106	0.681	-0.371	1.158	"2"
"乌"	0	0	2	0.434	0.417	1.148	-0.213	-0.203	0.482	0.898	"3"
"乒协"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
"乔安妮"	1	0	0	0.217	0.209	0.574	0.663	-0.102	-0.371	1.136	"1"
"习惯于"	1	0	0	0.217	0.209	0.574	0.663	-0.102	-0.371	1.136	"1"
"乡"	1	0	0	0.217	0.209	0.574	0.663	-0.102	-0.371	1.136	"1"
"乡村"	1	0	0	0.217	0.209	0.574	0.663	-0.102	-0.371	1.136	"1"
"乡镇"	2	0	0	0.434	0.417	1.148	1.326	-0.203	-0.742	2.271	"1"
"事态"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
"事故"	1	0	0	0.217	0.209	0.574	0.663	-0.102	-0.371	1.136	"1"
"二○○三年"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
"二00二年"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
"二十一"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
"二十一世纪"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
"二十日"	0	1	1	0.434	0.417	1.148	-0.213	0.427	-0.174	0.814	"2"
"云升"	0	0	1	0.217	0.209	0.574	-0.106	-0.102	0.241	0.449	"3"
