"Coll_Word"	"1"	"2"	"3"	"4"	"5"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"exp_5"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"pbin_5"	"SumAbsDev"	"LargestDev"
"."	0	0	0	0	4	0.843	0.189	1.044	0.642	1.282	-0.411	-0.084	-0.525	-0.304	1.976	3.3	"5"
"”"	0	0	1	0	1	0.421	0.095	0.522	0.321	0.641	-0.206	-0.042	0.343	-0.152	0.269	1.012	"3"
"『"	0	0	0	0	1	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	-0.131	-0.076	0.494	0.825	"5"
"+"	0	0	0	2	0	0.421	0.095	0.522	0.321	0.641	-0.206	-0.042	-0.263	1.589	-0.336	2.436	"4"
"17日"	0	0	0	0	1	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	-0.131	-0.076	0.494	0.825	"5"
"1800"	1	0	0	0	0	0.211	0.047	0.261	0.16	0.321	0.676	-0.021	-0.131	-0.076	-0.168	1.072	"1"
"1934年"	0	0	1	0	0	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	0.583	-0.076	-0.168	0.951	"3"
"19世纪"	0	0	0	0	1	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	-0.131	-0.076	0.494	0.825	"5"
"28日"	0	0	0	0	1	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	-0.131	-0.076	0.494	0.825	"5"
"40多"	0	0	1	0	0	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	0.583	-0.076	-0.168	0.951	"3"
"4国"	0	0	0	1	0	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	-0.131	0.795	-0.168	1.218	"4"
"80多"	1	0	0	0	0	0.211	0.047	0.261	0.16	0.321	0.676	-0.021	-0.131	-0.076	-0.168	1.072	"1"
"891215"	0	0	1	0	0	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	0.583	-0.076	-0.168	0.951	"3"
"e"	0	0	1	0	0	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	0.583	-0.076	-0.168	0.951	"3"
"ErnestBower"	0	0	1	0	0	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	0.583	-0.076	-0.168	0.951	"3"
"TO"	0	0	0	0	1	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	-0.131	-0.076	0.494	0.825	"5"
"阿巴斯"	0	0	0	0	3	0.632	0.142	0.783	0.481	0.962	-0.308	-0.063	-0.394	-0.228	1.482	2.475	"5"
"阿布沙伊夫"	0	0	0	0	1	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	-0.131	-0.076	0.494	0.825	"5"
"阿尔卑斯山"	0	0	0	1	0	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	-0.131	0.795	-0.168	1.218	"4"
"阿克萨"	0	0	0	0	1	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	-0.131	-0.076	0.494	0.825	"5"
"阿拉伯"	0	0	0	1	3	0.843	0.189	1.044	0.642	1.282	-0.411	-0.084	-0.525	0.298	1	2.318	"5"
"阿拉伯国"	0	0	0	1	0	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	-0.131	0.795	-0.168	1.218	"4"
"阿拉法特"	0	0	0	0	6	1.264	0.284	1.566	0.963	1.923	-0.617	-0.126	-0.788	-0.456	2.965	4.952	"5"
"阿罗约"	0	0	0	0	1	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	-0.131	-0.076	0.494	0.825	"5"
"埃"	0	0	0	1	1	0.421	0.095	0.522	0.321	0.641	-0.206	-0.042	-0.263	0.53	0.269	1.31	"4"
"埃及"	0	0	0	1	1	0.421	0.095	0.522	0.321	0.641	-0.206	-0.042	-0.263	0.53	0.269	1.31	"4"
"埃斯特拉达"	0	0	0	0	1	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	-0.131	-0.076	0.494	0.825	"5"
"埃维昂"	0	0	0	3	0	0.632	0.142	0.783	0.481	0.962	-0.308	-0.063	-0.394	2.384	-0.504	3.653	"4"
"艾斯特拉达"	0	0	0	0	1	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	-0.131	-0.076	0.494	0.825	"5"
"安南"	0	0	0	2	0	0.421	0.095	0.522	0.321	0.641	-0.206	-0.042	-0.263	1.589	-0.336	2.436	"4"
"按照"	2	0	0	0	0	0.421	0.095	0.522	0.321	0.641	1.353	-0.042	-0.263	-0.152	-0.336	2.146	"1"
"暗杀"	0	0	0	0	1	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	-0.131	-0.076	0.494	0.825	"5"
"奥"	0	0	1	0	0	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	0.583	-0.076	-0.168	0.951	"3"
"奥萨马"	0	0	0	0	1	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	-0.131	-0.076	0.494	0.825	"5"
"奥斯格"	0	0	1	0	0	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	0.583	-0.076	-0.168	0.951	"3"
"奥委会"	0	0	4	0	0	0.843	0.189	1.044	0.642	1.282	-0.411	-0.084	2.334	-0.304	-0.671	3.804	"3"
"八国"	0	0	0	1	0	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	-0.131	0.795	-0.168	1.218	"4"
"巴"	0	0	0	4	2	1.264	0.284	1.566	0.963	1.923	-0.617	-0.126	-0.788	2.121	0.205	3.857	"4"
"巴巴"	0	0	0	0	1	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	-0.131	-0.076	0.494	0.825	"5"
"巴拉克"	0	0	0	0	1	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	-0.131	-0.076	0.494	0.825	"5"
"巴勒"	0	0	0	0	1	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	-0.131	-0.076	0.494	0.825	"5"
"巴勒斯坦"	0	0	0	0	7	1.475	0.331	1.827	1.123	2.244	-0.719	-0.147	-0.919	-0.532	3.459	5.776	"5"
"巴勒斯坦人"	0	0	0	0	4	0.843	0.189	1.044	0.642	1.282	-0.411	-0.084	-0.525	-0.304	1.976	3.3	"5"
"巴雷拉"	0	0	1	0	0	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	0.583	-0.076	-0.168	0.951	"3"
"巴美"	0	0	0	1	0	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	-0.131	0.795	-0.168	1.218	"4"
"巴拿马"	0	0	1	0	0	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	0.583	-0.076	-0.168	0.951	"3"
"巴山"	0	0	1	0	0	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	0.583	-0.076	-0.168	0.951	"3"
"巴新"	0	0	1	0	0	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	0.583	-0.076	-0.168	0.951	"3"
"罢黜"	0	0	0	0	1	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	-0.131	-0.076	0.494	0.825	"5"
"罢工"	0	0	1	0	0	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	0.583	-0.076	-0.168	0.951	"3"
"白宫"	0	0	1	0	0	0.211	0.047	0.261	0.16	0.321	-0.103	-0.021	0.583	-0.076	-0.168	0.951	"3"
