"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"、"	22	1	0	5.381	5.075	12.545	12.628	-1.614	-7.875	22.117	"1"
"﹗"	0	1	0	0.234	0.221	0.545	-0.116	0.656	-0.342	1.114	"2"
"1000多"	0	1	0	0.234	0.221	0.545	-0.116	0.656	-0.342	1.114	"2"
"11时"	0	0	3	0.702	0.662	1.636	-0.347	-0.325	0.79	1.462	"3"
"120"	1	0	0	0.234	0.221	0.545	0.631	-0.108	-0.342	1.081	"1"
"1639"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"16日电"	1	0	0	0.234	0.221	0.545	0.631	-0.108	-0.342	1.081	"1"
"1800"	0	0	3	0.702	0.662	1.636	-0.347	-0.325	0.79	1.462	"3"
"1800－5471818"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"1980年"	1	0	0	0.234	0.221	0.545	0.631	-0.108	-0.342	1.081	"1"
"1997年"	1	0	0	0.234	0.221	0.545	0.631	-0.108	-0.342	1.081	"1"
"1万6000"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"1时"	1	0	1	0.468	0.441	1.091	0.384	-0.217	-0.153	0.754	"1"
"200多"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"2052"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"2550000"	0	0	3	0.702	0.662	1.636	-0.347	-0.325	0.79	1.462	"3"
"3"	0	1	1	0.468	0.441	1.091	-0.231	0.406	-0.153	0.79	"2"
"3000"	0	1	0	0.234	0.221	0.545	-0.116	0.656	-0.342	1.114	"2"
"31日"	1	0	0	0.234	0.221	0.545	0.631	-0.108	-0.342	1.081	"1"
"35分"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"3万"	0	1	0	0.234	0.221	0.545	-0.116	0.656	-0.342	1.114	"2"
"43"	0	1	0	0.234	0.221	0.545	-0.116	0.656	-0.342	1.114	"2"
"45分"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"4万"	0	1	0	0.234	0.221	0.545	-0.116	0.656	-0.342	1.114	"2"
"4人"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"4时"	0	0	2	0.468	0.441	1.091	-0.231	-0.217	0.527	0.975	"3"
"50分"	1	0	0	0.234	0.221	0.545	0.631	-0.108	-0.342	1.081	"1"
"891007"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"891024"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"891025"	1	0	0	0.234	0.221	0.545	0.631	-0.108	-0.342	1.081	"1"
"891103"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"891207"	1	0	0	0.234	0.221	0.545	0.631	-0.108	-0.342	1.081	"1"
"891208"	1	0	0	0.234	0.221	0.545	0.631	-0.108	-0.342	1.081	"1"
"891215"	1	0	1	0.468	0.441	1.091	0.384	-0.217	-0.153	0.754	"1"
"891219"	1	0	0	0.234	0.221	0.545	0.631	-0.108	-0.342	1.081	"1"
"891223"	0	0	2	0.468	0.441	1.091	-0.231	-0.217	0.527	0.975	"3"
"891225"	1	0	1	0.468	0.441	1.091	0.384	-0.217	-0.153	0.754	"1"
"900113"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"900117"	1	0	0	0.234	0.221	0.545	0.631	-0.108	-0.342	1.081	"1"
"999"	1	0	0	0.234	0.221	0.545	0.631	-0.108	-0.342	1.081	"1"
"SPANS"	1	0	0	0.234	0.221	0.545	0.631	-0.108	-0.342	1.081	"1"
"SRPJ"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"www.spinet.gov.sg"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"一千多万"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"一百十一"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"一起"	0	0	6	1.404	1.324	3.273	-0.694	-0.65	1.58	2.924	"3"
"丈量"	1	0	0	0.234	0.221	0.545	0.631	-0.108	-0.342	1.081	"1"
"三军"	1	0	0	0.234	0.221	0.545	0.631	-0.108	-0.342	1.081	"1"
"三十万"	0	1	0	0.234	0.221	0.545	-0.116	0.656	-0.342	1.114	"2"
"三重"	1	0	1	0.468	0.441	1.091	0.384	-0.217	-0.153	0.754	"1"
"上前"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"上当"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"上海"	1	0	0	0.234	0.221	0.545	0.631	-0.108	-0.342	1.081	"1"
"上百"	0	1	0	0.234	0.221	0.545	-0.116	0.656	-0.342	1.114	"2"
"上门"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"下令"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"下落"	0	0	3	0.702	0.662	1.636	-0.347	-0.325	0.79	1.462	"3"
"下跪"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"不全"	0	1	0	0.234	0.221	0.545	-0.116	0.656	-0.342	1.114	"2"
"不宁"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"不明"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"不止"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"不觉"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"不详"	0	0	2	0.468	0.441	1.091	-0.231	-0.217	0.527	0.975	"3"
"与民有约"	1	0	0	0.234	0.221	0.545	0.631	-0.108	-0.342	1.081	"1"
"专案"	0	0	4	0.936	0.883	2.182	-0.463	-0.433	1.053	1.949	"3"
"专案组"	0	0	2	0.468	0.441	1.091	-0.231	-0.217	0.527	0.975	"3"
"专项"	1	0	0	0.234	0.221	0.545	0.631	-0.108	-0.342	1.081	"1"
"丛生"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"东港"	1	0	0	0.234	0.221	0.545	0.631	-0.108	-0.342	1.081	"1"
"东窗事发"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"两"	1	0	2	0.702	0.662	1.636	0.259	-0.325	0.246	0.83	"2"
"两难"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"严厉"	0	0	3	0.702	0.662	1.636	-0.347	-0.325	0.79	1.462	"3"
"严格"	1	0	0	0.234	0.221	0.545	0.631	-0.108	-0.342	1.081	"1"
"严防"	0	1	0	0.234	0.221	0.545	-0.116	0.656	-0.342	1.114	"2"
"严阵以待"	0	1	1	0.468	0.441	1.091	-0.231	0.406	-0.153	0.79	"2"
"丧命"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"丧生"	0	1	0	0.234	0.221	0.545	-0.116	0.656	-0.342	1.114	"2"
"中共"	2	1	0	0.702	0.662	1.636	0.858	0.279	-1.027	2.164	"3"
"中原"	1	0	0	0.234	0.221	0.545	0.631	-0.108	-0.342	1.081	"1"
"中队"	1	0	0	0.234	0.221	0.545	0.631	-0.108	-0.342	1.081	"1"
"丰原"	1	0	0	0.234	0.221	0.545	0.631	-0.108	-0.342	1.081	"1"
"主脑人物"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"举报"	2	0	2	0.936	0.883	2.182	0.629	-0.433	-0.21	1.272	"1"
"乌克兰"	1	0	0	0.234	0.221	0.545	0.631	-0.108	-0.342	1.081	"1"
"乡农会"	1	0	0	0.234	0.221	0.545	0.631	-0.108	-0.342	1.081	"1"
"书记员"	1	0	0	0.234	0.221	0.545	0.631	-0.108	-0.342	1.081	"1"
"了解"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"事件"	0	2	7	2.105	1.986	4.909	-1.042	0.205	0.844	2.091	"1"
"事先"	1	1	0	0.468	0.441	1.091	0.384	0.406	-0.685	1.475	"3"
"事发"	0	1	1	0.468	0.441	1.091	-0.231	0.406	-0.153	0.79	"2"
"事故"	1	0	2	0.702	0.662	1.636	0.259	-0.325	0.246	0.83	"2"
"二"	1	0	0	0.234	0.221	0.545	0.631	-0.108	-0.342	1.081	"1"
"二七零九三七八八"	1	0	0	0.234	0.221	0.545	0.631	-0.108	-0.342	1.081	"1"
"二十年"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
"二千五百万"	0	0	1	0.234	0.221	0.545	-0.116	-0.108	0.263	0.487	"3"
