"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"10"	2	2	0	0.864	0.898	2.238	0.687	0.659	-1.425	2.771	"3"
"10年"	0	0	3	0.648	0.673	1.679	-0.317	-0.331	0.756	1.404	"3"
"1200万"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"20年"	1	0	0	0.216	0.224	0.56	0.666	-0.11	-0.356	1.132	"1"
"40亿"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"5"	2	0	1	0.648	0.673	1.679	0.922	-0.331	-0.386	1.639	"1"
"5年"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"891226"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"CA"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"G"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"GPRS"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"HP"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"PC"	0	1	0	0.216	0.224	0.56	-0.106	0.649	-0.356	1.111	"2"
"PDA"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"Semb"	1	0	0	0.216	0.224	0.56	0.666	-0.11	-0.356	1.132	"1"
"Spring"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"VOD"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"WAP"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"WTO"	0	0	2	0.432	0.449	1.119	-0.211	-0.221	0.504	0.936	"3"
"一亿"	1	0	0	0.216	0.224	0.56	0.666	-0.11	-0.356	1.132	"1"
"一定"	0	2	4	1.296	1.346	3.358	-0.634	0.393	0.336	1.363	"1"
"一段"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"一百八十四"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"三代"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"三百万"	1	0	0	0.216	0.224	0.56	0.666	-0.11	-0.356	1.132	"1"
"三通"	0	0	2	0.432	0.449	1.119	-0.211	-0.221	0.504	0.936	"3"
"上讲堂课"	0	0	2	0.432	0.449	1.119	-0.211	-0.221	0.504	0.936	"3"
"不久"	0	0	6	1.296	1.346	3.358	-0.634	-0.662	1.513	2.809	"3"
"不会"	2	0	5	1.512	1.571	3.917	0.331	-0.773	0.474	1.578	"2"
"不动产"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"不论"	0	0	2	0.432	0.449	1.119	-0.211	-0.221	0.504	0.936	"3"
"不过尔尔"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"与日俱增"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"专上"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"世世"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"世界贸易组织"	0	0	2	0.432	0.449	1.119	-0.211	-0.221	0.504	0.936	"3"
"世贸"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"东亚"	2	0	0	0.432	0.449	1.119	1.331	-0.221	-0.712	2.264	"1"
"东大路"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"两国"	0	3	0	0.648	0.673	1.679	-0.317	1.947	-1.069	3.333	"2"
"两岸"	0	3	13	3.456	3.591	8.954	-1.691	-0.3	1.476	3.467	"1"
"严峻"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"中"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"中印"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"中县"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"中国城镇"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"中将"	1	0	0	0.216	0.224	0.56	0.666	-0.11	-0.356	1.132	"1"
"中广"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"中日"	0	1	0	0.216	0.224	0.56	-0.106	0.649	-0.356	1.111	"2"
"中美"	0	1	0	0.216	0.224	0.56	-0.106	0.649	-0.356	1.111	"2"
"中美关系"	0	3	1	0.864	0.898	2.238	-0.423	1.425	-0.641	2.489	"2"
"丰收"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"为"	0	1	3	0.864	0.898	2.238	-0.423	0.195	0.391	1.009	"1"
"为了"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"主流"	0	0	2	0.432	0.449	1.119	-0.211	-0.221	0.504	0.936	"3"
"之内"	3	0	0	0.648	0.673	1.679	1.997	-0.331	-1.069	3.397	"1"
"之间"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"乐观"	1	0	3	0.864	0.898	2.238	0.206	-0.441	0.391	1.038	"2"
"九十亿"	1	0	0	0.216	0.224	0.56	0.666	-0.11	-0.356	1.132	"1"
"乡亲"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"书城"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"买得起"	1	0	0	0.216	0.224	0.56	0.666	-0.11	-0.356	1.132	"1"
"乱局"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"争取"	1	0	0	0.216	0.224	0.56	0.666	-0.11	-0.356	1.132	"1"
"二十"	1	0	2	0.648	0.673	1.679	0.286	-0.331	0.23	0.847	"2"
"二十年"	0	1	0	0.216	0.224	0.56	-0.106	0.649	-0.356	1.111	"2"
"二点五万"	1	0	0	0.216	0.224	0.56	0.666	-0.11	-0.356	1.132	"1"
"二百亿"	1	0	0	0.216	0.224	0.56	0.666	-0.11	-0.356	1.132	"1"
"互动"	1	0	0	0.216	0.224	0.56	0.666	-0.11	-0.356	1.132	"1"
"五"	8	0	1	1.944	2.02	5.037	4.463	-0.993	-2.111	7.567	"1"
"五年"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"五百三十万"	1	0	0	0.216	0.224	0.56	0.666	-0.11	-0.356	1.132	"1"
"亚太区"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"亚洲区"	0	1	0	0.216	0.224	0.56	-0.106	0.649	-0.356	1.111	"2"
"产业"	0	5	1	1.296	1.346	3.358	-0.634	2.557	-1.201	4.392	"2"
"产销"	0	1	0	0.216	0.224	0.56	-0.106	0.649	-0.356	1.111	"2"
"亮丽"	1	0	0	0.216	0.224	0.56	0.666	-0.11	-0.356	1.132	"1"
"人事处"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"人事费"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"人类"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
"人货"	0	0	1	0.216	0.224	0.56	-0.106	-0.11	0.252	0.468	"3"
