"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"150亿"	2	0	0	1.619	0.088	0.293	0.183	-0.039	-0.138	0.36	"1"
"1976年"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"1984年"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"2020年"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"2024"	0	0	1	0.81	0.044	0.147	-0.721	-0.019	0.834	1.574	"3"
"2025年"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"2521"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"408"	0	0	1	0.81	0.044	0.147	-0.721	-0.019	0.834	1.574	"3"
"4884"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"5%"	2	0	0	1.619	0.088	0.293	0.183	-0.039	-0.138	0.36	"1"
"5万"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"85"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"891006"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"8时"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"9000多万"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"B"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"CDC"	0	6	1	5.668	0.306	1.026	-5.044	7.324	-0.139	12.507	"2"
"criticalillness"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"prion"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"SARS"	14	3	0	13.765	0.744	2.491	0.229	1.444	-1.17	2.843	"2"
"ＳＡＲＳ"	0	2	0	1.619	0.088	0.293	-1.441	2.717	-0.138	4.296	"2"
"WHO"	2	0	0	1.619	0.088	0.293	0.183	-0.039	-0.138	0.36	"1"
"X"	3	0	0	2.429	0.131	0.44	0.275	-0.058	-0.206	0.539	"1"
"一旦"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"一样"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"一般"	6	0	0	4.858	0.263	0.879	0.55	-0.117	-0.413	1.08	"1"
"万一"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"上海市"	0	0	1	0.81	0.044	0.147	-0.721	-0.019	0.834	1.574	"3"
"不会"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"不同"	5	0	0	4.049	0.219	0.733	0.458	-0.097	-0.344	0.899	"1"
"不堪"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"不失为"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"不明"	3	0	0	2.429	0.131	0.44	0.275	-0.058	-0.206	0.539	"1"
"不良性"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"不适"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"不需"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"专区"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"专家"	2	2	4	6.478	0.35	1.172	-3.031	1.347	1.706	6.084	"1"
"专家组"	0	0	1	0.81	0.044	0.147	-0.721	-0.019	0.834	1.574	"3"
"专电"	0	1	0	0.81	0.044	0.147	-0.721	1.359	-0.069	2.149	"2"
"专科"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"且"	4	0	1	4.049	0.219	0.733	-0.186	-0.097	0.262	0.545	"3"
"世界观察"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"严重"	9	0	0	7.287	0.394	1.319	0.825	-0.175	-0.619	1.619	"1"
"个案"	3	0	0	2.429	0.131	0.44	0.275	-0.058	-0.206	0.539	"1"
"中医"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"中心"	4	0	39	34.818	1.882	6.3	-23.369	-0.836	27.709	51.914	"3"
"中枢"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"中毒"	2	0	1	2.429	0.131	0.44	-0.329	-0.058	0.422	0.809	"3"
"中药"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"中西部"	0	1	0	0.81	0.044	0.147	-0.721	1.359	-0.069	2.149	"2"
"中风"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"串联"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"临床"	10	0	0	8.097	0.438	1.465	0.917	-0.194	-0.688	1.799	"1"
"为首"	2	0	0	1.619	0.088	0.293	0.183	-0.039	-0.138	0.36	"1"
"主任"	2	1	4	5.668	0.306	1.026	-2.43	0.57	1.954	4.954	"1"
"主程式"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"主要"	2	0	0	1.619	0.088	0.293	0.183	-0.039	-0.138	0.36	"1"
"久病"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"之"	13	0	0	10.526	0.569	1.905	1.192	-0.253	-0.894	2.339	"1"
"乏力"	1	0	0	0.81	0.044	0.147	0.092	-0.019	-0.069	0.18	"1"
"乙脑"	0	0	1	0.81	0.044	0.147	-0.721	-0.019	0.834	1.574	"3"
