"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"、"	11	59	151	63.461	69.152	88.387	-18.695	-1.101	16.779	36.575	"1"
"（"	2	0	0	0.574	0.626	0.8	1.084	-0.326	-0.444	1.854	"1"
"＊"	0	0	2	0.574	0.626	0.8	-0.294	-0.326	0.796	1.416	"3"
"1.35"	0	0	1	0.287	0.313	0.4	-0.147	-0.163	0.398	0.708	"3"
"1000万"	0	1	0	0.287	0.313	0.4	-0.147	0.505	-0.222	0.874	"2"
"150"	0	1	0	0.287	0.313	0.4	-0.147	0.505	-0.222	0.874	"2"
"1887年"	0	0	1	0.287	0.313	0.4	-0.147	-0.163	0.398	0.708	"3"
"200多"	0	1	0	0.287	0.313	0.4	-0.147	0.505	-0.222	0.874	"2"
"2350"	0	1	0	0.287	0.313	0.4	-0.147	0.505	-0.222	0.874	"2"
"2500多"	0	0	1	0.287	0.313	0.4	-0.147	-0.163	0.398	0.708	"3"
"260多"	0	1	0	0.287	0.313	0.4	-0.147	0.505	-0.222	0.874	"2"
"30万"	0	0	1	0.287	0.313	0.4	-0.147	-0.163	0.398	0.708	"3"
"38"	0	1	0	0.287	0.313	0.4	-0.147	0.505	-0.222	0.874	"2"
"55.2"	0	0	1	0.287	0.313	0.4	-0.147	-0.163	0.398	0.708	"3"
"60年代"	0	0	1	0.287	0.313	0.4	-0.147	-0.163	0.398	0.708	"3"
"64"	0	1	0	0.287	0.313	0.4	-0.147	0.505	-0.222	0.874	"2"
"66"	0	1	0	0.287	0.313	0.4	-0.147	0.505	-0.222	0.874	"2"
"891013"	1	0	0	0.287	0.313	0.4	0.542	-0.163	-0.222	0.927	"1"
"891025"	1	0	0	0.287	0.313	0.4	0.542	-0.163	-0.222	0.927	"1"
"891127"	0	0	1	0.287	0.313	0.4	-0.147	-0.163	0.398	0.708	"3"
"900105"	0	0	1	0.287	0.313	0.4	-0.147	-0.163	0.398	0.708	"3"
"900119"	0	0	1	0.287	0.313	0.4	-0.147	-0.163	0.398	0.708	"3"
"ACnhibitors"	1	0	0	0.287	0.313	0.4	0.542	-0.163	-0.222	0.927	"1"
"Atorvastain"	1	0	0	0.287	0.313	0.4	0.542	-0.163	-0.222	0.927	"1"
"CGMP"	0	1	0	0.287	0.313	0.4	-0.147	0.505	-0.222	0.874	"2"
"Chi"	0	0	2	0.574	0.626	0.8	-0.294	-0.326	0.796	1.416	"3"
"EMBA"	0	1	0	0.287	0.313	0.4	-0.147	0.505	-0.222	0.874	"2"
"GE"	0	0	1	0.287	0.313	0.4	-0.147	-0.163	0.398	0.708	"3"
"Global"	1	0	0	0.287	0.313	0.4	0.542	-0.163	-0.222	0.927	"1"
"GMP"	0	1	0	0.287	0.313	0.4	-0.147	0.505	-0.222	0.874	"2"
"HIV"	1	0	0	0.287	0.313	0.4	0.542	-0.163	-0.222	0.927	"1"
"irk"	1	0	0	0.287	0.313	0.4	0.542	-0.163	-0.222	0.927	"1"
"Kaletra"	1	0	0	0.287	0.313	0.4	0.542	-0.163	-0.222	0.927	"1"
"KF"	0	0	1	0.287	0.313	0.4	-0.147	-0.163	0.398	0.708	"3"
"K仔"	0	0	2	0.574	0.626	0.8	-0.294	-0.326	0.796	1.416	"3"
"ndrew"	1	0	0	0.287	0.313	0.4	0.542	-0.163	-0.222	0.927	"1"
"NKF"	0	0	1	0.287	0.313	0.4	-0.147	-0.163	0.398	0.708	"3"
"Pan"	0	1	0	0.287	0.313	0.4	-0.147	0.505	-0.222	0.874	"2"
"PhilipWitty"	1	0	0	0.287	0.313	0.4	0.542	-0.163	-0.222	0.927	"1"
"PPA"	3	0	1	1.149	1.252	1.6	1.129	-0.652	-0.323	2.104	"1"
"PTEN"	1	0	0	0.287	0.313	0.4	0.542	-0.163	-0.222	0.927	"1"
"R.ThomasHitachi"	1	0	0	0.287	0.313	0.4	0.542	-0.163	-0.222	0.927	"1"
"Su"	0	0	1	0.287	0.313	0.4	-0.147	-0.163	0.398	0.708	"3"
"Tang"	0	0	1	0.287	0.313	0.4	-0.147	-0.163	0.398	0.708	"3"
"X"	0	1	1	0.574	0.626	0.8	-0.294	0.277	0.194	0.765	"1"
"一些"	5	0	3	2.297	2.503	3.2	1.314	-1.304	-0.226	2.844	"1"
"一成"	0	1	0	0.287	0.313	0.4	-0.147	0.505	-0.222	0.874	"2"
"一般"	2	0	0	0.574	0.626	0.8	1.084	-0.326	-0.444	1.854	"1"
"一行"	0	0	1	0.287	0.313	0.4	-0.147	-0.163	0.398	0.708	"3"
"三氮唑核"	1	0	0	0.287	0.313	0.4	0.542	-0.163	-0.222	0.927	"1"
"三百二十五"	1	0	0	0.287	0.313	0.4	0.542	-0.163	-0.222	0.927	"1"
"上"	0	0	1	0.287	0.313	0.4	-0.147	-0.163	0.398	0.708	"3"
"上市"	0	1	2	0.861	0.939	1.2	-0.441	0.17	0.454	1.065	"3"
"上涨"	0	1	0	0.287	0.313	0.4	-0.147	0.505	-0.222	0.874	"2"
"下挫"	0	0	1	0.287	0.313	0.4	-0.147	-0.163	0.398	0.708	"3"
"下降"	0	1	0	0.287	0.313	0.4	-0.147	0.505	-0.222	0.874	"2"
"不全"	0	1	0	0.287	0.313	0.4	-0.147	0.505	-0.222	0.874	"2"
"不同"	2	0	0	0.574	0.626	0.8	1.084	-0.326	-0.444	1.854	"1"
"不得"	0	2	1	0.861	0.939	1.2	-0.441	0.634	-0.188	1.263	"2"
"不必"	1	0	0	0.287	0.313	0.4	0.542	-0.163	-0.222	0.927	"1"
"不服"	1	0	0	0.287	0.313	0.4	0.542	-0.163	-0.222	0.927	"1"
"不正"	0	4	0	1.149	1.252	1.6	-0.588	2.018	-0.887	3.493	"2"
"不良"	0	1	0	0.287	0.313	0.4	-0.147	0.505	-0.222	0.874	"2"
"专利"	0	1	0	0.287	0.313	0.4	-0.147	0.505	-0.222	0.874	"2"
"专利权"	0	1	0	0.287	0.313	0.4	-0.147	0.505	-0.222	0.874	"2"
"专家"	1	1	3	1.436	1.565	2	-0.256	-0.299	0.498	1.053	"3"
"专递"	0	0	1	0.287	0.313	0.4	-0.147	-0.163	0.398	0.708	"3"
"专门"	0	1	0	0.287	0.313	0.4	-0.147	0.505	-0.222	0.874	"2"
"专项"	0	5	0	1.436	1.565	2	-0.735	2.523	-1.109	4.367	"2"
"业"	0	0	1	0.287	0.313	0.4	-0.147	-0.163	0.398	0.708	"3"
"东南亚"	0	1	0	0.287	0.313	0.4	-0.147	0.505	-0.222	0.874	"2"
"东直门"	0	0	1	0.287	0.313	0.4	-0.147	-0.163	0.398	0.708	"3"
"严厉"	0	1	0	0.287	0.313	0.4	-0.147	0.505	-0.222	0.874	"2"
"严惩"	0	0	1	0.287	0.313	0.4	-0.147	-0.163	0.398	0.708	"3"
"严格"	0	1	0	0.287	0.313	0.4	-0.147	0.505	-0.222	0.874	"2"
"严重"	0	0	1	0.287	0.313	0.4	-0.147	-0.163	0.398	0.708	"3"
"中"	0	2	15	4.882	5.319	6.799	-2.499	-1.203	4.244	7.946	"3"
"中元"	0	0	1	0.287	0.313	0.4	-0.147	-0.163	0.398	0.708	"3"
"中医"	1	1	2	1.149	1.252	1.6	-0.171	-0.201	0.28	0.652	"3"
"中医师"	1	0	1	0.574	0.626	0.8	0.308	-0.326	0.194	0.828	"2"
"中医部"	0	0	1	0.287	0.313	0.4	-0.147	-0.163	0.398	0.708	"3"
"中华"	1	0	0	0.287	0.313	0.4	0.542	-0.163	-0.222	0.927	"1"
