"Coll_Word"	"1"	"2"	"3"	"4"	"exp_1"	"exp_2"	"exp_3"	"exp_4"	"pbin_1"	"pbin_2"	"pbin_3"	"pbin_4"	"SumAbsDev"	"LargestDev"
"10多亿"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"170万"	0	0	1	0	0.257	0.193	0.115	0.435	-0.129	-0.093	0.94	-0.248	1.41	"3"
"1937－1945"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"1937年"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"1949年"	0	0	0	2	0.514	0.386	0.23	0.87	-0.258	-0.186	-0.106	0.723	1.273	"4"
"1971年"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"1999年"	0	0	1	0	0.257	0.193	0.115	0.435	-0.129	-0.093	0.94	-0.248	1.41	"3"
"200亿"	2	0	0	2	1.028	0.773	0.46	1.74	0.563	-0.373	-0.212	0.233	1.381	"1"
"20日"	1	0	0	0	0.257	0.193	0.115	0.435	0.59	-0.093	-0.053	-0.248	0.984	"1"
"260"	0	1	0	0	0.257	0.193	0.115	0.435	-0.129	0.714	-0.053	-0.248	1.144	"2"
"3月"	1	0	0	0	0.257	0.193	0.115	0.435	0.59	-0.093	-0.053	-0.248	0.984	"1"
"4月"	3	0	1	4	2.056	1.545	0.919	3.48	0.47	-0.746	0.205	0.312	1.733	"2"
"50周年"	0	0	0	2	0.514	0.386	0.23	0.87	-0.258	-0.186	-0.106	0.723	1.273	"4"
"5万"	0	0	1	0	0.257	0.193	0.115	0.435	-0.129	-0.093	0.94	-0.248	1.41	"3"
"891021"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"9月"	0	1	0	0	0.257	0.193	0.115	0.435	-0.129	0.714	-0.053	-0.248	1.144	"2"
"J"	0	1	0	0	0.257	0.193	0.115	0.435	-0.129	0.714	-0.053	-0.248	1.144	"2"
"一九九一年"	0	0	0	2	0.514	0.386	0.23	0.87	-0.258	-0.186	-0.106	0.723	1.273	"4"
"一九五二年"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"一九五六年"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"一了百了"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"一幅幅"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"一旦"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"一结"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"万一"	0	0	1	0	0.257	0.193	0.115	0.435	-0.129	-0.093	0.94	-0.248	1.41	"3"
"三百七"	0	1	0	0	0.257	0.193	0.115	0.435	-0.129	0.714	-0.053	-0.248	1.144	"2"
"三重"	1	0	0	0	0.257	0.193	0.115	0.435	0.59	-0.093	-0.053	-0.248	0.984	"1"
"上策"	1	0	0	0	0.257	0.193	0.115	0.435	0.59	-0.093	-0.053	-0.248	0.984	"1"
"上述"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"不久"	1	0	0	0	0.257	0.193	0.115	0.435	0.59	-0.093	-0.053	-0.248	0.984	"1"
"不亚于"	1	0	0	0	0.257	0.193	0.115	0.435	0.59	-0.093	-0.053	-0.248	0.984	"1"
"不利"	2	0	0	4	1.542	1.159	0.689	2.61	0.316	-0.559	-0.318	0.636	1.829	"4"
"不可"	1	0	0	0	0.257	0.193	0.115	0.435	0.59	-0.093	-0.053	-0.248	0.984	"1"
"不可能"	0	1	0	1	0.514	0.386	0.23	0.87	-0.258	0.457	-0.106	0.167	0.988	"2"
"不幸"	1	0	0	0	0.257	0.193	0.115	0.435	0.59	-0.093	-0.053	-0.248	0.984	"1"
"不应该"	0	0	0	2	0.514	0.386	0.23	0.87	-0.258	-0.186	-0.106	0.723	1.273	"4"
"不必"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"不必要"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"不断"	0	2	0	4	1.542	1.159	0.689	2.61	-0.774	0.484	-0.318	0.636	2.212	"1"
"不等"	0	0	1	0	0.257	0.193	0.115	0.435	-0.129	-0.093	0.94	-0.248	1.41	"3"
"不要"	1	0	0	0	0.257	0.193	0.115	0.435	0.59	-0.093	-0.053	-0.248	0.984	"1"
"世贸组织"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"东亚战"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"东部"	0	0	2	0	0.514	0.386	0.23	0.87	-0.258	-0.186	1.88	-0.496	2.82	"3"
"两万五千"	0	0	1	0	0.257	0.193	0.115	0.435	-0.129	-0.093	0.94	-0.248	1.41	"3"
"两岸"	0	0	0	5	1.285	0.966	0.574	2.175	-0.645	-0.466	-0.265	1.808	3.184	"4"
"两百六十亿"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"严重"	0	2	0	3	1.285	0.966	0.574	2.175	-0.645	0.604	-0.265	0.421	1.935	"1"
"丧命"	0	1	0	0	0.257	0.193	0.115	0.435	-0.129	0.714	-0.053	-0.248	1.144	"2"
"丧生"	0	2	3	1	1.542	1.159	0.689	2.61	-0.774	0.484	1.635	-0.738	3.631	"3"
"中"	12	10	4	21	12.079	9.078	5.399	20.444	-0.247	0.373	-0.444	0.309	1.373	"3"
"中东"	5	17	0	1	5.911	4.442	2.642	10.004	-0.359	7.66	-1.219	-4.43	13.668	"2"
"中多"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"中断"	3	0	0	0	0.771	0.579	0.345	1.305	1.77	-0.28	-0.159	-0.744	2.953	"1"
"中日"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"中美"	0	0	0	2	0.514	0.386	0.23	0.87	-0.258	-0.186	-0.106	0.723	1.273	"4"
"丰功伟绩"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"为"	0	1	0	0	0.257	0.193	0.115	0.435	-0.129	0.714	-0.053	-0.248	1.144	"2"
"为什么"	0	0	1	0	0.257	0.193	0.115	0.435	-0.129	-0.093	0.94	-0.248	1.41	"3"
"为由"	1	0	0	0	0.257	0.193	0.115	0.435	0.59	-0.093	-0.053	-0.248	0.984	"1"
"主义"	3	0	0	5	2.056	1.545	0.919	3.48	0.47	-0.746	-0.424	0.634	2.274	"2"
"主导"	1	0	0	1	0.514	0.386	0.23	0.87	0.349	-0.186	-0.106	0.167	0.808	"1"
"乃至"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"之中"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"之前"	2	0	1	1	1.028	0.773	0.46	1.74	0.563	-0.373	0.413	-0.381	1.73	"1"
"之后"	5	0	0	1	1.542	1.159	0.689	2.61	2.277	-0.559	-0.318	-0.738	3.892	"1"
"之间"	0	2	1	3	1.542	1.159	0.689	2.61	-0.774	0.484	0.285	0.277	1.82	"1"
"乐观"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"九月"	0	1	0	0	0.257	0.193	0.115	0.435	-0.129	0.714	-0.053	-0.248	1.144	"2"
"争"	0	0	0	4	1.028	0.773	0.46	1.74	-0.516	-0.373	-0.212	1.446	2.547	"4"
"争端"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"事件"	0	1	0	2	0.771	0.579	0.345	1.305	-0.387	0.324	-0.159	0.395	1.265	"4"
"事关"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"二十八日"	0	1	0	0	0.257	0.193	0.115	0.435	-0.129	0.714	-0.053	-0.248	1.144	"2"
"互相"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"亚喀巴"	0	1	0	0	0.257	0.193	0.115	0.435	-0.129	0.714	-0.053	-0.248	1.144	"2"
"亚美尼亚人"	0	0	1	0	0.257	0.193	0.115	0.435	-0.129	-0.093	0.94	-0.248	1.41	"3"
"亚行"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"亚齐"	0	0	3	3	1.542	1.159	0.689	2.61	-0.774	-0.559	1.635	0.277	3.245	"3"
"交战"	1	0	0	0	0.257	0.193	0.115	0.435	0.59	-0.093	-0.053	-0.248	0.984	"1"
"交战国"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"交火"	0	1	2	0	0.771	0.579	0.345	1.305	-0.387	0.324	1.437	-0.744	2.892	"3"
"产生"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"亨廷顿"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"亲者痛"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"人数"	0	2	0	0	0.514	0.386	0.23	0.87	-0.258	1.428	-0.106	-0.496	2.288	"2"
"人民"	0	0	1	3	1.028	0.773	0.46	1.74	-0.516	-0.373	0.413	0.654	1.956	"4"
"人类"	1	0	0	1	0.514	0.386	0.23	0.87	0.349	-0.186	-0.106	0.167	0.808	"1"
"人道"	1	0	0	4	1.285	0.966	0.574	2.175	-0.209	-0.466	-0.265	0.933	1.873	"4"
"人道主"	1	0	0	0	0.257	0.193	0.115	0.435	0.59	-0.093	-0.053	-0.248	0.984	"1"
"什叶派"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"仇者"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"今"	0	0	2	0	0.514	0.386	0.23	0.87	-0.258	-0.186	1.88	-0.496	2.82	"3"
"介入"	0	0	1	2	0.771	0.579	0.345	1.305	-0.387	-0.28	0.513	0.395	1.575	"3"
"仍"	0	1	1	2	1.028	0.773	0.46	1.74	-0.516	0.239	0.413	0.233	1.401	"1"
"仍然"	0	0	2	1	0.771	0.579	0.345	1.305	-0.387	-0.28	1.437	-0.224	2.328	"3"
"付出"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"代价"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"代差"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"以"	0	48	8	7	16.192	12.168	7.237	27.403	-8.128	21.556	0.358	-7.599	37.641	"2"
"以下"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"以便"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"以及"	0	1	0	1	0.514	0.386	0.23	0.87	-0.258	0.457	-0.106	0.167	0.988	"2"
"以后"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"以来"	3	4	2	6	3.855	2.897	1.723	6.525	-0.36	0.486	0.278	-0.301	1.425	"2"
"以色列"	0	12	3	2	4.369	3.283	1.953	7.394	-2.193	5.203	0.509	-2.239	10.144	"2"
"以色列籍"	0	1	0	0	0.257	0.193	0.115	0.435	-0.129	0.714	-0.053	-0.248	1.144	"2"
"价值观"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"任何"	0	0	0	1	0.257	0.193	0.115	0.435	-0.129	-0.093	-0.053	0.362	0.637	"4"
"企图"	0	1	0	0	0.257	0.193	0.115	0.435	-0.129	0.714	-0.053	-0.248	1.144	"2"
"伊"	14	0	0	3	4.369	3.283	1.953	7.394	5.785	-1.584	-0.901	-1.607	9.877	"1"
