"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"、"	106	13	11	57.376	34.195	38.429	17.679	-5.477	-8.365	31.521	"1"
"﹑"	4	1	0	2.207	1.315	1.478	0.911	-0.218	-0.761	1.89	"1"
";"	0	6	6	5.296	3.156	3.547	-3.034	1.168	0.955	5.157	"1"
"["	0	0	2	0.883	0.526	0.591	-0.506	-0.265	1.059	1.83	"3"
"]"	0	0	2	0.883	0.526	0.591	-0.506	-0.265	1.059	1.83	"3"
"×"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"0.93"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"13万3200"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"2.25"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"249"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"25万7383"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"3000多"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"30亿"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"4.1"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"5万"	3	0	0	1.324	0.789	0.887	1.066	-0.398	-0.457	1.921	"1"
"6500万"	0	0	1	0.441	0.263	0.296	-0.253	-0.133	0.529	0.915	"3"
"6700"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"7.3"	0	1	0	0.441	0.263	0.296	-0.253	0.58	-0.152	0.985	"2"
"7万"	0	1	0	0.441	0.263	0.296	-0.253	0.58	-0.152	0.985	"2"
"AIGInvestment"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"CEPA"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"DreamsCard"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"FDIC"	0	0	1	0.441	0.263	0.296	-0.253	-0.133	0.529	0.915	"3"
"Y"	0	0	2	0.883	0.526	0.591	-0.506	-0.265	1.059	1.83	"3"
"一千万"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"一定"	0	0	1	0.441	0.263	0.296	-0.253	-0.133	0.529	0.915	"3"
"一方面"	0	1	0	0.441	0.263	0.296	-0.253	0.58	-0.152	0.985	"2"
"一百亿"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"一身"	2	0	0	0.883	0.526	0.591	0.71	-0.265	-0.304	1.279	"1"
"万全"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"万国宝通"	0	0	1	0.441	0.263	0.296	-0.253	-0.133	0.529	0.915	"3"
"万能"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"三读通过"	0	0	1	0.441	0.263	0.296	-0.253	-0.133	0.529	0.915	"3"
"三驾"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"上半年"	3	0	0	1.324	0.789	0.887	1.066	-0.398	-0.457	1.921	"1"
"上市公司"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"上海"	2	2	1	2.207	1.315	1.478	-0.215	0.404	-0.27	0.889	"2"
"下岗"	0	6	0	2.648	1.578	1.774	-1.517	3.48	-0.913	5.91	"2"
"下岗职工"	0	1	0	0.441	0.263	0.296	-0.253	0.58	-0.152	0.985	"2"
"下调"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"下限"	0	0	1	0.441	0.263	0.296	-0.253	-0.133	0.529	0.915	"3"
"不动产业"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"不和"	0	0	1	0.441	0.263	0.296	-0.253	-0.133	0.529	0.915	"3"
"不符"	0	0	2	0.883	0.526	0.591	-0.506	-0.265	1.059	1.83	"3"
"专属"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"专长"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"专项"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"业"	3	2	0	2.207	1.315	1.478	0.408	0.404	-0.761	1.573	"3"
"业务"	9	0	0	3.972	2.367	2.66	3.197	-1.193	-1.37	5.76	"1"
"东泰"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"东进"	0	1	0	0.441	0.263	0.296	-0.253	0.58	-0.152	0.985	"2"
"两兆九千三百六十六亿"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"严重性"	0	0	1	0.441	0.263	0.296	-0.253	-0.133	0.529	0.915	"3"
"中介"	4	0	0	1.765	1.052	1.182	1.421	-0.53	-0.609	2.56	"1"
"中国"	20	3	1	10.592	6.313	7.095	4.022	-1.045	-2.608	7.675	"1"
"中国人"	3	0	0	1.324	0.789	0.887	1.066	-0.398	-0.457	1.921	"1"
"为了"	0	0	4	1.765	1.052	1.182	-1.011	-0.53	2.117	3.658	"3"
"为由"	0	1	0	0.441	0.263	0.296	-0.253	0.58	-0.152	0.985	"2"
"主政"	0	0	1	0.441	0.263	0.296	-0.253	-0.133	0.529	0.915	"3"
"义务"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"乐意"	0	0	1	0.441	0.263	0.296	-0.253	-0.133	0.529	0.915	"3"
"乐绍"	0	1	0	0.441	0.263	0.296	-0.253	0.58	-0.152	0.985	"2"
"乡镇市"	0	0	1	0.441	0.263	0.296	-0.253	-0.133	0.529	0.915	"3"
"买"	2	0	1	1.324	0.789	0.887	0.385	-0.398	0.187	0.97	"2"
"予"	0	0	1	0.441	0.263	0.296	-0.253	-0.133	0.529	0.915	"3"
"争议"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"事业"	2	0	2	1.765	1.052	1.182	0.226	-0.53	0.468	1.224	"2"
"事宜"	0	1	0	0.441	0.263	0.296	-0.253	0.58	-0.152	0.985	"2"
"二万"	0	0	1	0.441	0.263	0.296	-0.253	-0.133	0.529	0.915	"3"
"二十三点六九"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"二读"	0	1	0	0.441	0.263	0.296	-0.253	0.58	-0.152	0.985	"2"
"互助"	1	2	0	1.324	0.789	0.887	-0.231	0.767	-0.457	1.455	"2"
"亟待"	0	0	1	0.441	0.263	0.296	-0.253	-0.133	0.529	0.915	"3"
"交纳"	2	0	0	0.883	0.526	0.591	0.71	-0.265	-0.304	1.279	"1"
"交通"	0	2	1	1.324	0.789	0.887	-0.759	0.767	0.187	1.713	"2"
"亦即"	0	0	1	0.441	0.263	0.296	-0.253	-0.133	0.529	0.915	"3"
"产假"	0	1	0	0.441	0.263	0.296	-0.253	0.58	-0.152	0.985	"2"
"产品"	10	0	1	4.855	2.893	3.252	2.733	-1.458	-0.925	5.116	"1"
"产物"	4	0	0	1.765	1.052	1.182	1.421	-0.53	-0.609	2.56	"1"
"产险"	2	0	0	0.883	0.526	0.591	0.71	-0.265	-0.304	1.279	"1"
"享"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"享受"	0	2	3	2.207	1.315	1.478	-1.264	0.404	0.803	2.471	"1"
"享有"	0	3	1	1.765	1.052	1.182	-1.011	1.233	-0.181	2.425	"2"
"京分公司"	2	0	0	0.883	0.526	0.591	0.71	-0.265	-0.304	1.279	"1"
"亮相"	0	0	1	0.441	0.263	0.296	-0.253	-0.133	0.529	0.915	"3"
"亲美"	0	0	1	0.441	0.263	0.296	-0.253	-0.133	0.529	0.915	"3"
"人人"	0	1	0	0.441	0.263	0.296	-0.253	0.58	-0.152	0.985	"2"
"人命案"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"人寿"	23	0	0	10.151	6.05	6.799	8.17	-3.049	-3.5	14.719	"1"
"人寿保"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"人数"	0	0	2	0.883	0.526	0.591	-0.506	-0.265	1.059	1.83	"3"
"人权"	0	0	18	7.944	4.735	5.321	-4.552	-2.386	9.527	16.465	"3"
"人权法"	0	0	1	0.441	0.263	0.296	-0.253	-0.133	0.529	0.915	"3"
"人民"	0	0	3	1.324	0.789	0.887	-0.759	-0.398	1.588	2.745	"3"
"人身"	1	0	7	3.531	2.104	2.365	-1.158	-1.06	2.932	5.15	"3"
"人非"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"从业"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"付"	4	0	0	1.765	1.052	1.182	1.421	-0.53	-0.609	2.56	"1"
"代"	4	0	0	1.765	1.052	1.182	1.421	-0.53	-0.609	2.56	"1"
"代理"	6	0	0	2.648	1.578	1.774	2.131	-0.795	-0.913	3.839	"1"
"代理人"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"代理员"	2	0	1	1.324	0.789	0.887	0.385	-0.398	0.187	0.97	"2"
"代理商业"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"代田"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"以外"	1	1	0	0.883	0.526	0.591	0.162	0.34	-0.304	0.806	"2"
"任务"	0	1	1	0.883	0.526	0.591	-0.506	0.34	0.298	1.144	"1"
"任期"	0	1	0	0.441	0.263	0.296	-0.253	0.58	-0.152	0.985	"2"
"任职"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"任重道远"	0	0	1	0.441	0.263	0.296	-0.253	-0.133	0.529	0.915	"3"
"份"	3	0	0	1.324	0.789	0.887	1.066	-0.398	-0.457	1.921	"1"
"企业"	6	4	1	4.855	2.893	3.252	0.462	0.491	-0.925	1.878	"3"
"优先"	0	0	1	0.441	0.263	0.296	-0.253	-0.133	0.529	0.915	"3"
"优化"	0	1	0	0.441	0.263	0.296	-0.253	0.58	-0.152	0.985	"2"
"优惠"	0	0	1	0.441	0.263	0.296	-0.253	-0.133	0.529	0.915	"3"
"会计师"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"传统型"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"伤害"	0	0	6	2.648	1.578	1.774	-1.517	-0.795	3.176	5.488	"3"
"伤残"	4	0	0	1.765	1.052	1.182	1.421	-0.53	-0.609	2.56	"1"
"伪造"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"估"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"低"	0	1	4	2.207	1.315	1.478	-1.264	-0.218	1.535	3.017	"3"
"低于"	1	0	1	0.883	0.526	0.591	0.162	-0.265	0.298	0.725	"3"
"低劣"	0	0	1	0.441	0.263	0.296	-0.253	-0.133	0.529	0.915	"3"
"住客"	0	0	1	0.441	0.263	0.296	-0.253	-0.133	0.529	0.915	"3"
"住院"	8	1	2	4.855	2.893	3.252	1.266	-0.766	-0.489	2.521	"1"
"体制"	1	6	2	3.972	2.367	2.66	-1.367	1.886	-0.324	3.577	"2"
"体系"	1	14	2	7.503	4.472	5.025	-3.139	5.654	-1.081	9.874	"2"
"何"	1	0	0	0.441	0.263	0.296	0.355	-0.133	-0.152	0.64	"1"
"作战"	0	0	2	0.883	0.526	0.591	-0.506	-0.265	1.059	1.83	"3"
