"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"，"	24	7	0	9.8	8.15	13.05	6.68	-0.39	-7.356	14.426	"3"
";"	5	0	0	1.581	1.314	2.105	2.501	-0.662	-1.186	4.349	"1"
"（"	1	4	0	1.581	1.314	2.105	-0.305	1.724	-1.186	3.215	"2"
"）"	0	2	0	0.632	0.526	0.842	-0.33	1.16	-0.475	1.965	"2"
"02－03"	0	1	0	0.316	0.263	0.421	-0.165	0.58	-0.237	0.982	"2"
"1.2"	0	1	0	0.316	0.263	0.421	-0.165	0.58	-0.237	0.982	"2"
"1.8％"	0	0	1	0.316	0.263	0.421	-0.165	-0.132	0.376	0.673	"3"
"1%"	0	1	0	0.316	0.263	0.421	-0.165	0.58	-0.237	0.982	"2"
"1％"	0	1	1	0.632	0.526	0.842	-0.33	0.34	0.177	0.847	"2"
"10％"	0	0	1	0.316	0.263	0.421	-0.165	-0.132	0.376	0.673	"3"
"1000"	0	1	0	0.316	0.263	0.421	-0.165	0.58	-0.237	0.982	"2"
"10278"	0	0	1	0.316	0.263	0.421	-0.165	-0.132	0.376	0.673	"3"
"10万"	0	1	0	0.316	0.263	0.421	-0.165	0.58	-0.237	0.982	"2"
"1260万"	1	0	0	0.316	0.263	0.421	0.5	-0.132	-0.237	0.869	"1"
"13％"	0	0	1	0.316	0.263	0.421	-0.165	-0.132	0.376	0.673	"3"
"1500"	0	0	1	0.316	0.263	0.421	-0.165	-0.132	0.376	0.673	"3"
"185万"	0	1	0	0.316	0.263	0.421	-0.165	0.58	-0.237	0.982	"2"
"1995年"	0	0	1	0.316	0.263	0.421	-0.165	-0.132	0.376	0.673	"3"
"2.4"	0	1	0	0.316	0.263	0.421	-0.165	0.58	-0.237	0.982	"2"
"200"	1	0	0	0.316	0.263	0.421	0.5	-0.132	-0.237	0.869	"1"
"2003"	0	0	2	0.632	0.526	0.842	-0.33	-0.265	0.752	1.347	"3"
"2004年度"	0	0	2	0.632	0.526	0.842	-0.33	-0.265	0.752	1.347	"3"
"232.66"	0	1	0	0.316	0.263	0.421	-0.165	0.58	-0.237	0.982	"2"
"30％"	0	0	1	0.316	0.263	0.421	-0.165	-0.132	0.376	0.673	"3"
"300"	0	1	0	0.316	0.263	0.421	-0.165	0.58	-0.237	0.982	"2"
"360"	0	1	0	0.316	0.263	0.421	-0.165	0.58	-0.237	0.982	"2"
"37.348"	0	1	0	0.316	0.263	0.421	-0.165	0.58	-0.237	0.982	"2"
"39"	1	0	0	0.316	0.263	0.421	0.5	-0.132	-0.237	0.869	"1"
"3万"	1	0	1	0.632	0.526	0.842	0.274	-0.265	0.177	0.716	"1"
"4.9"	0	0	1	0.316	0.263	0.421	-0.165	-0.132	0.376	0.673	"3"
"4050"	0	1	0	0.316	0.263	0.421	-0.165	0.58	-0.237	0.982	"2"
"40万"	0	1	0	0.316	0.263	0.421	-0.165	0.58	-0.237	0.982	"2"
"40亿"	0	1	0	0.316	0.263	0.421	-0.165	0.58	-0.237	0.982	"2"
"5000"	0	2	0	0.632	0.526	0.842	-0.33	1.16	-0.475	1.965	"2"
"6000"	0	1	0	0.316	0.263	0.421	-0.165	0.58	-0.237	0.982	"2"
"64％"	0	0	1	0.316	0.263	0.421	-0.165	-0.132	0.376	0.673	"3"
"7％"	0	0	1	0.316	0.263	0.421	-0.165	-0.132	0.376	0.673	"3"
"7000多万"	0	0	1	0.316	0.263	0.421	-0.165	-0.132	0.376	0.673	"3"
"76万余"	0	1	0	0.316	0.263	0.421	-0.165	0.58	-0.237	0.982	"2"
"8.68"	0	0	1	0.316	0.263	0.421	-0.165	-0.132	0.376	0.673	"3"
"801"	0	1	0	0.316	0.263	0.421	-0.165	0.58	-0.237	0.982	"2"
"891110"	1	0	0	0.316	0.263	0.421	0.5	-0.132	-0.237	0.869	"1"
"891127"	0	1	0	0.316	0.263	0.421	-0.165	0.58	-0.237	0.982	"2"
"891128"	2	0	0	0.632	0.526	0.842	1	-0.265	-0.475	1.74	"1"
"9000万"	0	0	1	0.316	0.263	0.421	-0.165	-0.132	0.376	0.673	"3"
"900万"	0	1	0	0.316	0.263	0.421	-0.165	0.58	-0.237	0.982	"2"
"一"	0	0	1	0.316	0.263	0.421	-0.165	-0.132	0.376	0.673	"3"
"一下子"	0	1	0	0.316	0.263	0.421	-0.165	0.58	-0.237	0.982	"2"
"一亿"	0	2	0	0.632	0.526	0.842	-0.33	1.16	-0.475	1.965	"2"
"一千五百"	0	1	0	0.316	0.263	0.421	-0.165	0.58	-0.237	0.982	"2"
"一半"	0	1	0	0.316	0.263	0.421	-0.165	0.58	-0.237	0.982	"2"
