"Coll_Word"	"1"	"2"	"3"	"exp_1"	"exp_2"	"exp_3"	"pbin_1"	"pbin_2"	"pbin_3"	"SumAbsDev"	"LargestDev"
"："	2	0	0	1.03	0.362	0.608	0.576	-0.173	-0.315	1.064	"1"
"?"	1	0	0	0.515	0.181	0.304	0.288	-0.087	-0.157	0.532	"1"
"’"	5	1	1	3.606	1.266	2.128	0.598	-0.201	-0.493	1.292	"1"
"”"	27	53	13	47.912	16.816	28.272	-5.039	16.234	-3.712	24.985	"2"
"「"	6	0	0	3.091	1.085	1.824	1.728	-0.52	-0.944	3.192	"1"
"」"	25	0	0	12.88	4.52	7.6	7.201	-2.165	-3.935	13.301	"1"
"◆"	1	0	0	0.515	0.181	0.304	0.288	-0.087	-0.157	0.532	"1"
"2004年"	1	0	0	0.515	0.181	0.304	0.288	-0.087	-0.157	0.532	"1"
"21世纪"	1	0	0	0.515	0.181	0.304	0.288	-0.087	-0.157	0.532	"1"
"57"	1	0	0	0.515	0.181	0.304	0.288	-0.087	-0.157	0.532	"1"
"5国"	1	0	0	0.515	0.181	0.304	0.288	-0.087	-0.157	0.532	"1"
"891001"	1	0	0	0.515	0.181	0.304	0.288	-0.087	-0.157	0.532	"1"
"891025"	1	0	0	0.515	0.181	0.304	0.288	-0.087	-0.157	0.532	"1"
"99"	2	0	0	1.03	0.362	0.608	0.576	-0.173	-0.315	1.064	"1"
"A3XX"	1	0	0	0.515	0.181	0.304	0.288	-0.087	-0.157	0.532	"1"
"nnovationWorkshop"	1	0	0	0.515	0.181	0.304	0.288	-0.087	-0.157	0.532	"1"
"One"	2	0	0	1.03	0.362	0.608	0.576	-0.173	-0.315	1.064	"1"
"一一"	1	0	0	0.515	0.181	0.304	0.288	-0.087	-0.157	0.532	"1"
"一个个"	1	0	0	0.515	0.181	0.304	0.288	-0.087	-0.157	0.532	"1"
"一些"	5	0	0	2.576	0.904	1.52	1.44	-0.433	-0.787	2.66	"1"
"一以贯之"	0	0	1	0.515	0.181	0.304	-0.314	-0.087	0.517	0.918	"3"
"一切"	0	0	1	0.515	0.181	0.304	-0.314	-0.087	0.517	0.918	"3"
"一成三"	1	0	0	0.515	0.181	0.304	0.288	-0.087	-0.157	0.532	"1"
"一方面"	1	0	0	0.515	0.181	0.304	0.288	-0.087	-0.157	0.532	"1"
"一样"	2	0	0	1.03	0.362	0.608	0.576	-0.173	-0.315	1.064	"1"
"一点"	1	0	0	0.515	0.181	0.304	0.288	-0.087	-0.157	0.532	"1"
"一致"	4	0	0	2.061	0.723	1.216	1.152	-0.346	-0.63	2.128	"1"
"一般"	1	0	0	0.515	0.181	0.304	0.288	-0.087	-0.157	0.532	"1"
"一般人"	1	0	0	0.515	0.181	0.304	0.288	-0.087	-0.157	0.532	"1"
"一道道"	1	0	0	0.515	0.181	0.304	0.288	-0.087	-0.157	0.532	"1"
"三中全会"	0	0	1	0.515	0.181	0.304	-0.314	-0.087	0.517	0.918	"3"
"上"	3	4	7	7.213	2.531	4.256	-1.657	0.624	1.004	3.285	"1"
"上下"	1	0	0	0.515	0.181	0.304	0.288	-0.087	-0.157	0.532	"1"
"上来"	0	1	0	0.515	0.181	0.304	-0.314	0.743	-0.157	1.214	"2"
